Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka
Psychiatrická ambulance - MUDr. Milan Pátek,Psychiatrická ambulance,"Nádražní 418/1, Třeš 589 01, Kraj Vysočina",mipatek@seznam.cz,732 933 336,https://www.firmy.cz/detail/385074-mudr-milan-patek-trest.html
Psychoterapeutická ambulance - MUDr. Jiří Kořán,Psychoterapeutická ambulance,"Rozkošská 2325, Havlíčkův Brod 580 01, Kraj Vysočina",ppjk@centrum.cz,773 563 977,https://www.psychoterapie-vysocina.cz
Psycholog Jihlava s.r.o. - Psychoterapeutické centrum Jihlava,Psychoterapeutická ambulance,"Havlíčkova 5623/34a, Jihlava (část) 586 01, Kraj Vysočina",drozdova@psycholog-jihlava.cz,732 344 096,https://www.psycholog-jihlava.cz
Psyché-centrum s.r.o.,Psychiatrická ambulance,"Studentská 1699/4, Žďár nad Sázavou 4 591 01, Kraj Vysočina",ambulance@psyche-centrum.cz,566 690 224,psyche-centrum.cz
MUDr. Eva Krejčí - Psychiatrická ambulance,Psychiatrická ambulance,"Východní 174, Humpolec 396 01, Kraj Vysočina",krejci.on@tiscali.cz,565 533 555,https://www.firmy.cz/detail/384601-mudr-eva-krejci-humpolec.html
MUDr. Hana Vermousková - Psychiatrická ambulance,Psychiatrická ambulance,"Tovačovského sady 78, Moravské Budějovice 676 02, Kraj Vysočina",hana.vermouskova@seznam.cz,605 840 540,https://www.firmy.cz/detail/2550598-mudr-hana-vermouskova-moravske-budejovice.html
Michael ord. s.r.o. - Psychiatrie a psychoterapie,Psychoterapeutická ambulance,"Sokolovská 126, Jihlava (část) 586 01, Kraj Vysočina",mudr.michutova@seznam.cz,777 780 255,http://www.michaelord.eu/
MUDr. Markéta Zemanová - Psychiatrická ambulance,Psychiatrická ambulance,"Nádražní 582, Havlíčkův Brod 580 01, Kraj Vysočina",marketazem@seznam.cz,569 429 246,http://ww.poliklinika-hb.cz/126-mudr-zemanov
MUDr. Markéta Doležalová - Psychiatrická ambulance,Psychiatrická ambulance,"Bezručova 135, Havlíčkův Brod 580 01, Kraj Vysočina",dolmark@seznam.cz,569 420 510,https://www.firmy.cz/detail/12972695-mudr-marketa-dolezalova-havlickuv-brod.html
Psychologická ambulance PhDr.Sojka s.r.o.,Psychologická ambulance,"Dobrovského 2915, Havlíčkův Brod 580 01, Kraj Vysočina",ambulance@hbnet.cz,702 054 888,http://www.sojka.hbnet.cz
"MUDr. Sylva Racková, Ph.D. - Psychiatrická ambulance",Psychiatrická ambulance,"Slovanská 1238/69, Plzeň 2-Božkov 326 00, Plzeňský kraj",rackova.sylva@gmail.com,736 132 143,https://search.seznam.cz/?q=psychiatrick%C3%A1+ambulance+plze%C5%88sk%C3%BD+kraj&oq=psychiatrick%C3%A1+ambulance+plze%C5%88sk%
Psychiatrie-ambulance s.r.o.,Psychiatrická ambulance,"Lochotínská 1108/18, Plzeň 1-Severní Předměstí (část) 301 00, Plzeňský kraj",psychiatrie.ambulance.sro@gmail.com,601 165 441,https://psychiatrie-ambulance.cz
Sexuologická ambulance (Fakultní nemocnice Plzeň),Psychiatrická ambulance,"alej Svobody 923/80, Plzeň 1-Bolevec (část) 323 00, Plzeňský kraj",fnplzen@fnplzen.cz,377 103 111,http://psych.fnplzen.cz/cs/node/839
Psychiatrická ambulance II. - EUC Klinika Plzeň,Psychiatrická ambulance,"Skrétova 1210/47, Plzeň 1-Bolevec (část) 301 00, Plzeňský kraj",eva.radova@eucklinika.cz,377 320 204,https://euc.cz
MUDr. Jaroslava Moravcová - Psychiatrická ambulance,Psychiatrická ambulance,"Sokolovská 1116/77, Plzeň 1-Bolevec (část) 323 00, Plzeňský kraj",mojara@seznam.cz,775 676 323,https://search.seznam.cz/?q=psychiatrick%C3%A1+ambulance+plze%C5%88sk%C3%BD+kraj
Psychiatrická ambulance - Stodská nemocnice,Psychiatrická ambulance,"Hradecká 600, Stod 333 01, Plzeňský kraj",info@stod.nemocnicepk.cz,377 193 674,https://stod.nemocnicepk.cz/ostatni-ambulance
Psychiatrická ambulance - Klatovská nemocnice,Psychiatrická ambulance,"Plzeňská 929, Klatovy II 339 01, Plzeňský kraj",leona.jehlikova@klatovy.nemocnicepk.cz,376 335 970,https://klatovy.nemocnicepk.cz
Psychiatrická ambulance - EUC Klinika Plzeň,Psychiatrická ambulance,"Denisovo nábřeží 1000/4, Plzeň 1-Bolevec (část) 301 00, Plzeňský kraj",martina.berkova@eucklinika.cz,378 218 376,https://search.seznam.cz/?q=psychiatrick%C3%A1+ambulance+plze%C5%88sk%C3%BD+kraj&oq
Psychiatrie Rokycany,Psychiatrická ambulance,"Masarykovo náměstí 82, Rokycany 337 01, Plzeňský kraj",teslikova.optihealth@seznam.cz,732 314 409,http://psychiatrie-rokycany.cz/
MUDr. Simona Baxová - Psychiatrická ambulance,Psychiatrická ambulance,"náměstí Republiky 53/27, Plzeň 1-Bolevec (část) 301 00, Plzeňský kraj",simonabaxova@seznam.cz,739 372 442,https://www.firmy.cz/detail/13283267-mudr-simona-baxova-plzen-vnitrni-mesto.html
MUDr. Petra Kordová,Psychiatrická ambulance,"Poštovní 2428/8, Jablonec nad Nisou (část) 466 01, Liberecký kraj",p.kordova@seznam.cz,483 341 267,http://www.medsix.cz/?option=com_content&view=article&id=48&Itemid=120#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-12830443
MUDr. Libuše Kvasničková,Psychiatrická ambulance,"Liberecká 15, Jablonec nad Nisou (část) 466 01, Liberecký kraj",liba_k@volny.cz,483 713 735,https://nrpzs.uzis.cz/detail-35916-mudr-libuse-kvasnickova.html
MUDr. Jindra Friedrichová,Psychiatrická ambulance,"Sokolí 1595/4, Jablonec nad Nisou (část) 466 01, Liberecký kraj",info@psychamb.cz,736 105 209,http:// www.psychamb.cz
Psychiatrická ambulance MUDr. Martin Dejdar,Psychiatrická ambulance,"Na žertvách 2431/21, Libeň (Praha 8) (část) 180 00, Hlavní město Praha",dejdar@dejdar-martin.cz,607535595,http://www.dejdar-martin.cz/
Psychiatrická ambulance MUDr. Milan Šindlář,Psychiatrická ambulance,"Boloňská 312/10, Horní Měcholupy (část) 109 00, Hlavní město Praha",psordinace.info@gmail.com,731692505,http://www.psychicus.cz
MUDr. Tereza Škrábalová - psychiatrická ambulance,Psychiatrická ambulance,"Boloňská 312/10, Horní Měcholupy (část) 109 00, Hlavní město Praha",psordinace.info@gmail.com,731 692 505,http://www.psychicus.cz
MUDr. Ladislav Polák - psychiatrická ambulance,Psychiatrická ambulance,"Boloňská 312/10, Horní Měcholupy (část) 102 00, Hlavní město Praha",psordinace.info@gmail.com,731 692 505,http://www.psychicus.cz
Psychiatrická amublance MUDr. Sylva Zuzánková,Psychiatrická ambulance,"Boloňská 312/10, Praha 10, Horní Měcholupy (část) 109 00, Hlavní město Praha",psordinace.info@gmail.com,731 692 505,http://www.psychicus.cz
Psychiatrie Clinterap Praha 8,Psychiatrická ambulance,"Střelničná 1680/8, Kobylisy (část) 182 00, Hlavní město Praha",rosa@clinterap.cz,702 129 883,https://psychiatrpraha.cz/
Psychiatrie Clinterap Praha 10,Psychiatrická ambulance,"Počernická 16, Strašnice (Praha 10) (část) 100 00, Hlavní město Praha",pocernicka@clinterap.cz,222 510 607,https://clinterap.cz/psychiatrie-praha-10/
Klinická Psychologie Praha 10,Psychologická ambulance,"Počernická 16, Strašnice (Praha 10) (část) 100 00, Hlavní město Praha",pocernicka@clinterap.cz,222 510 607,https://clinterap.cz/klinicka-psychologie-praha-10/
MUDr. Lukáš Krejčů,Psychiatrická ambulance,"Široká 436/17, české Budějovice 370 01, Jihočeský kraj",lukaskrejcu@seznam.cz,"731 738 113, 386 321 384",https://www.firmy.cz/detail/2123947-mudr-lukas-krejcu-ceske-budejovice-1.html
MUDr. Michal Vodička,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",psychiatrie.vodicka@gmail.com,734242059,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/
MUDr. Rostislav Procházka,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",?@seznam.cz,387 730 202,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/
MUDr. Marie Procházková,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",?@seznam.cz,387730202,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/
SABmed s.r.o.,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",?@seznam.cz,387 730 511,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/
MUDr. Miroslav Norek,Psychiatrická ambulance,"Senovážné nám. 1616, české Budějovice 370 01, Jihočeský kraj",,602 768 890,
MUDr. Naděžda Kramářová,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",,387 730 511,https://www.znamylekar.cz/nadezda-kramarova/psychiatr/ceske-budejovice
MUDr. Jaroslav Polák,Psychiatrická ambulance,"Klavíkova 1573, české Budějovice 370 04, Jihočeský kraj",,386 357 586,
MUDr. Marcela Kalná,Psychiatrická ambulance,"Senovážné nám. 248/2, české Budějovice 370 01, Jihočeský kraj",,385 520 438,
MUDr. Petr Bauer,Psychiatrická ambulance,"Senovážné nám. 248/2, české Budějovice 370 01, Jihočeský kraj",,386 359 185,
Mgr. Kateřina Šuleřová,Psychologická ambulance,"U Tří lvů 294, české Budějovice 370 01, Jihočeský kraj",,386 352 056,
MUDr. Baranovičová Katarína,Psychiatrická ambulance,"Senovážné nám. č.14/248, české Budějovice 370 01, Jihočeský kraj",,774 592 068,
Psychologická poradna AURA,Psychologická ambulance,"Náměstí Přemysla Otakara II. 8/5, české Budějovice 370 01, Jihočeský kraj",e.sonkova@gmail.com,724 135 213,http://www.aura-psycholog.cz/
MUDr. Iveta Burdová,Psychiatrická ambulance,"Alšovo nám. 74/11, Písek 397 01, Jihočeský kraj",,606 645 086,
MUDr. František Žahourek,Psychiatrická ambulance,"Žižkova třída 244/7, Písek 397 01, Jihočeský kraj",psychiatrie@volny.cz,382 223 334,https://www.firmy.cz/detail/385148-mudr-frantisek-zahourek-pisek-budejovicke-predmesti.html
MUDr. Eva Fialková,Psychiatrická ambulance,"Husovo nám. 530, Tábor (část) 390 02, Jihočeský kraj",,381 254 105,https://www.firmy.cz/detail/384826-mudr-eva-fialkova-tabor.html
MUDr. Václav Burian,Psychiatrická ambulance,"Světlogorská 2764, Tábor (část) 390 05, Jihočeský kraj",,724 576 983,
MUDr. Kateřina Volfová,Psychiatrická ambulance,"Kpt. Jaroše č.p. 2876, Tábor (část) 390 01, Jihočeský kraj",,725447100,https://www.registrlekaru.cz/ordinace-psychiatrie-katerina-volfova-17876/
Psychiatrická ambulance I. Nemocnice Tábor,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,381 606 762,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535
Psychiatrická ambulance II. Nemocnice Tábor,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,381 606 763,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535
Psychiatrická ambulance III. Nemocnice Tábor,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,381 606 763,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535
Psychiatrická ambulance IV.,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,381 606 762,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535
Pedopsychiatrická ambulance Nemocnice Tábor,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",detska.psychiatrie@nemta.cz,381 606 756,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535
Ambulance klinického psychologa Nemocnice Tábor,Klinický psycholog,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,381 606 766,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535
Psycholog Tábor – Mgr. Eliška Rejlková,Psychologická ambulance,"Náměstí Fr. Křižíka 2840, Tábor (část) 390 01, Jihočeský kraj",info@psychologtabor.cz,770 779 600,http://psychologtabor.cz/
PhDr. Jan Kovář,Klinický psycholog,"Světlogorská 2764, Tábor (část) 390 05, Jihočeský kraj",jk.psycholog@volny.cz,"381261311, 731567836",https://www.znamylekar.cz/jan-kovar/psycholog-detsky-psycholog/tabor
Psychologická poradnaTábor Mgr. Bc. Tereza Bělecká,Psychologická ambulance,"Smetanova 663, Tábor (část) 390 01, Jihočeský kraj",info@psychologicka-poradna-tabor.cz,606 645 281,https://psychologicka-poradna-tabor.cz
Centrum klinické psychologie Tábor - PhDr. Jana Címlová,Psychologická ambulance,"Bydlinského 2474, Tábor (část) 390 01, Jihočeský kraj",phdr.cimlova@seznam.cz,"602 834 169, 604 238 818",http://www.psychologcimlova.cz/uvod.html
"Psychiatrie pro děti, dospívající a jejich rodiče - MUDr. Lenka Trantýrová",Psychiatrická ambulance,"Rudé Armády 614/9, Sezimovo Ústí (část) 391 02, Jihočeský kraj",mudr@trantyrova.cz,723 927 820,https://www.trantyrova.cz/
Mgr. Veronika BRODSKÁ,Psychologická ambulance,"Budějovická 553, Tábor (část) 390 02, Jihočeský kraj",,777 589 623,http://www.psychotera.cz/profesni_zivotopisES.htm
LÉčIVÉ ROZHOVORY,Psychoterapeutická ambulance,"Tomkova 2099/1 , Tábor (část) 390 01, Jihočeský kraj",terezaposekana@gmail.com,724808023,https://lecive-rozhovory.webnode.cz/
MUDr. Kamila Janovská,Psychiatrická ambulance,"T. G. Masaryka 205, český Krumlov 381 01, Jihočeský kraj",,380 712 185,https://www.navstevalekare.cz/lekari/psychiatr--psychiatrie-s51017/jihocesky-kraj-k300/cesky-krumlov-o501.html
MUDr. Gábor Nagy,Psychiatrická ambulance,"Nad Nemocnicí 153, český Krumlov 381 01, Jihočeský kraj",,"380 714 777, 721 184 786",https://www.navstevalekare.cz/lekari/psychiatr--psychiatrie-s51017/jihocesky-kraj-k300/cesky-krumlov-o501/cesky-krumlov-m1516/mudr-gabor-nagy-d5658.html
MUDr. Miroslav Norek,Psychiatrická ambulance,"Nad Nemocnicí 153, český Krumlov 381 01, Jihočeský kraj",,380 714 777,https://www.navstevalekare.cz/lekari/psychiatr--psychiatrie-s51017/jihocesky-kraj-k300/cesky-krumlov-o501/cesky-krumlov-m1516/mudr-miroslav-norek-d5659.html
Psychiatrická ord. pro děti a dorost - MUDr. Janovská Kamila,Psychiatrická ambulance,"T. G. Masaryka 212, český Krumlov 381 01, Jihočeský kraj",,380712185,
PhDr. Zdeňka Šírková,Psychologická ambulance,"Špičák 114, český Krumlov 381 01, Jihočeský kraj",,"380 712 106, 731 455 673",
KBT terapie - Bc. Jana Míková,Psychoterapeutická ambulance,"Vyšehrad 169, český Krumlov 381 01, Jihočeský kraj",KBTerapie@email.cz,724 511 303,https://kbterapie.webnode.cz/
Mgr. Petra Kučerová - ambulance klinické psychologie,Klinický psycholog,"T. G. Masaryka 212, český Krumlov 381 01, Jihočeský kraj",feglerova@seznam.cz,380 712 244,https://www.socialnisluzbyck.cz/katalog-sluzeb/ambulance-klinicke-psychologie-mgr-petra-feglerova/
"ZDEňKA KOUBOVÁ Individuální, párová, rodinná psychoterapie",Psychoterapeutická ambulance,"Komenského 15, české Budějovice 370 01, Jihočeský kraj",koubova.zdenka@email.cz,728 956 656,https://terapie-koubova.webnode.cz/
"MUDr. Suchanová Lenka, MediClinic a.s.",Psychiatrická ambulance,"sídl. Vajgar 724, Jindřichův Hradec III 377 01, Jihočeský kraj",,384 323 792,
MUDr. Renata Jonáková,Psychiatrická ambulance,"U Nemocnice 380, Jindřichův Hradec III 377 01, Jihočeský kraj",,384 326 700,
MUDr. Petr Láznička,Psychiatrická ambulance,"Klášterská 72, Jindřichův Hradec II 377 01, Jihočeský kraj",medic@centrum.cz,"602 955 155, 380 120 155",https://www.psychiatr.info/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-385369
Mgr. et Mgr. Michal Hanzlovský,Klinický psycholog,"Komenského 12, Jindřichův Hradec I 377 01, Jihočeský kraj",,606 237 063,https://mudrslanina.webnode.cz/_files/200000069-75c1e75c20/Medajlonek%20Hanzlovsk%C3%BD.pdf
Mgr. Kamil Ryška,Klinický psycholog,"U Nemocnice 380, Jindřichův Hradec I 377 01, Jihočeský kraj",,604 419 183,
Mgr. Kateřina Sekyrová,Klinický psycholog,"Boženy Němcové 54/585, české Budějovice 7 (část) 370 07, Jihočeský kraj",,387 876 328,
Martin Chvojka,Psychoterapeutická ambulance,"česká 16, české Budějovice 370 01, Jihočeský kraj",martin.chvojka@volny.cz,727 818 801,https://www.neskrytost.cz/?gclid=EAIaIQobChMI8LuGssyO-AIVCI1oCR2AfwEOEBAYASAAEgKq2fD_BwE
Psychoterapie Pelhřimov - Mgr. Martina Buchalová Horská,Psychoterapeutická ambulance,"Vokov 47, Pelhřimov 393 01, Kraj Vysočina",info@psychoterapie-pe.cz,723 713 052,https://psychoterapie-pe.cz/index.html
Mgr. Bc. Pavel Bláha - psycholog české Budějovice,Psychoterapeutická ambulance,"Biskupská 129/1, české Budějovice 370 01, Jihočeský kraj",blaha@psychologcb.cz,604 846 096,http://www.psychologcb.cz/
Ordinace klinické psychologie Strakonice,Klinický psycholog,"Radomyšlská 336, Strakonice I 386 01, Jihočeský kraj",psycholog.strakonice@gmail.com,728 307 849,https://sites.google.com/view/psycholog-strakonice/
Psychiatrická ambulance Strakonice,Psychiatrická ambulance,"Radomyšlská 336, Strakonice I 386 01, Jihočeský kraj",,383 322 825,https://pllnare.cz/ambulance
Psychiatrická ambulance Blatná,Psychiatrická ambulance,"Zahradnická ul. 1078, Blatná 388 01, Jihočeský kraj",,383 423 995,https://pllnare.cz/ambulance
"Psychologie Schenková, s.r.o.",Psychologická ambulance,"Chelčického 50/1, Písek 397 01, Jihočeský kraj",schenkova.vera@seznam.cz,607 121 451,https://search.seznam.cz/search?q=psychiatr%20p%C3%ADsek&sourceid=web&thru=related&sId=cWZTosuX6OhCGTtKeYxH&overlay_type=firmy-hint-1905&overlay_id=firm-13284641
"PhDr. Dagmar čutková - ordinace klinické psychologie, s.r.o.",Klinický psycholog,"Novohradská 1806/68, české Budějovice 5 (část) 370 08, Jihočeský kraj",,387 436 802,https://www.najdipomoc.cz/detail/psycholog/phdr-dagmar-utkova/
Mudr. Pavla Novotná - Dětská a dorostová psychiatrie,Psychiatrická ambulance,"Matice Školské 1786/17, české Budějovice 2 (část) 370 01, Jihočeský kraj",pavla.novotna.ina@gmail.com,386 354 506,https://www.detska-psychiatrie-mudr-novotna.cz/
"Psychiatrická ambulance, MUDr. Jiří Boháč",Psychiatrická ambulance,"třída Tomáše Bati 3705, Zlín (část) 760 01, Zlínský kraj",bohacj.mudr@email.cz,577 645 259,https://www.firmy.cz/detail/12864154-mudr-jiri-bohac-zlin.html
Psychocentrum Zlín,Psychiatrická ambulance,"Osvoboditelů 91, Zlín (část) 760 01, Zlínský kraj",info@psychocentrumzlin.cz,"577 220 634, 737 038 850",http://www.psychocentrumzlin.cz/
PsychéMedic s.r.o.,Psychiatrická ambulance,"Okružní 7070, Zlín (část) 760 05, Zlínský kraj",victoria.prokopova@gmail.com,577 220 899,https://www.psychemedic.cz/
MUDr. Alena Březíková,Psychiatrická ambulance,"tř. Osvobození 1388, Otrokovice (část) 765 02, Zlínský kraj",etem@post.cz,577 645 231,http://www.detemzlin.cz/
"Psychiatrická ambulance Podané ruce, s.r.o.",Psychiatrická ambulance,"Dlouhá 4215, Zlín (část) 760 01, Zlínský kraj",psychiatrie.zlin@podaneruce.cz,577 439 190,https://klinika.podaneruce.cz/
Privátní psychiatr pro děti a dorost MUDr. Kouřil Vítězslav,Psychiatrická ambulance,"Okružní 4699, Zlín (část) 760 05, Zlínský kraj",dpazlin@volny.cz,"577 242 017, 604 459 623",
Psychiatrická ambulance Zlín,Psychiatrická ambulance,"Kvítková 373, Zlín (část) 760 01, Zlínský kraj",psychiatrie.zlin@podaneruce.cz,577 012 063,https://podaneruce.cz/centra-sluzby/psychiatricka-ambulance-zlin/
"Psychologická ambulance PaedDr., Mgr. Obručová Yvona",Psychologická ambulance,"Padělky I 3644, Zlín (část) 760 01, Zlínský kraj",y.obrucova@tiscali.cz,775 391 313,https://www.alfafarm.cz/lekarsky-dum/paeddr-mgr-yvona-obrucova/
