Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched
"NORBERTINUM, s.r.o.",Psychiatrická ambulance,"Palackého 70, Pelhřimov 393 01, Kraj Vysočina",max.esperanto@gmail.com,+420565321232,https://www.firmy.cz/detail/12762133-norbertinum-pelhrimov.html,,matched
Psychiatrická ambulance - MUDr. Blanka Šastná,Psychiatrická ambulance,"Západní 287, Chotěboř 583 01, Kraj Vysočina",bl.stastna@quick.cz,+420569623075,https://www.firmy.cz/detail/385470-mudr-blanka-stastna-chotebor.html,,matched
Psychiatrická ambulance - MUDr. Milan Pátek,Psychiatrická ambulance,"Nádražní 418/1, Třeš 589 01, Kraj Vysočina",mipatek@seznam.cz,+420732933336,https://www.firmy.cz/detail/385074-mudr-milan-patek-trest.html,,matched
Psychoterapeutická ambulance - MUDr. Jiří Kořán,Psychoterapeutická ambulance,"Rozkošská 2325, Havlíčkův Brod 580 01, Kraj Vysočina",ppjk@centrum.cz,+420773563977,https://www.psychoterapie-vysocina.cz,,matched
Psycholog Jihlava s.r.o. - Psychoterapeutické centrum Jihlava,Psychoterapeutická ambulance,"Havlíčkova 5623/34a, Jihlava (část) 586 01, Kraj Vysočina",drozdova@psycholog-jihlava.cz,+420732344096,https://www.psycholog-jihlava.cz,,matched
Psyché-centrum s.r.o.,Psychiatrická ambulance,"Studentská 1699/4, Žďár nad Sázavou 4 591 01, Kraj Vysočina",ambulance@psyche-centrum.cz,+420566690224,psyche-centrum.cz,,matched
MUDr. Eva Krejčí - Psychiatrická ambulance,Psychiatrická ambulance,"Východní 174, Humpolec 396 01, Kraj Vysočina",krejci.on@tiscali.cz,+420565533555,https://www.firmy.cz/detail/384601-mudr-eva-krejci-humpolec.html,,matched
MUDr. Hana Vermousková - Psychiatrická ambulance,Psychiatrická ambulance,"Tovačovského sady 78, Moravské Budějovice 676 02, Kraj Vysočina",hana.vermouskova@seznam.cz,+420605840540,https://www.firmy.cz/detail/2550598-mudr-hana-vermouskova-moravske-budejovice.html,,matched
Michael ord. s.r.o. - Psychiatrie a psychoterapie,Psychoterapeutická ambulance,"Sokolovská 126, Jihlava (část) 586 01, Kraj Vysočina",mudr.michutova@seznam.cz,+420777780255,http://www.michaelord.eu/,,matched
MUDr. Markéta Zemanová - Psychiatrická ambulance,Psychiatrická ambulance,"Nádražní 582, Havlíčkův Brod 580 01, Kraj Vysočina",marketazem@seznam.cz,+420569429246,http://ww.poliklinika-hb.cz/126-mudr-zemanov,,matched
MUDr. Markéta Doležalová - Psychiatrická ambulance,Psychiatrická ambulance,"Bezručova 135, Havlíčkův Brod 580 01, Kraj Vysočina",dolmark@seznam.cz,+420569420510,https://www.firmy.cz/detail/12972695-mudr-marketa-dolezalova-havlickuv-brod.html,,matched
Psychologická ambulance PhDr.Sojka s.r.o.,Psychologická ambulance,"Dobrovského 2915, Havlíčkův Brod 580 01, Kraj Vysočina",ambulance@hbnet.cz,+420702054888,http://www.sojka.hbnet.cz,,matched
"MUDr. Sylva Racková, Ph.D. - Psychiatrická ambulance",Psychiatrická ambulance,"Slovanská 1238/69, Plzeň 2-Božkov 326 00, Plzeňský kraj",rackova.sylva@gmail.com,+420736132143,https://search.seznam.cz/?q=psychiatrick%C3%A1+ambulance+plze%C5%88sk%C3%BD+kraj&oq=psychiatrick%C3%A1+ambulance+plze%C5%88sk%,,matched
Psychiatrie-ambulance s.r.o.,Psychiatrická ambulance,"Lochotínská 1108/18, Plzeň 1-Severní Předměstí (část) 301 00, Plzeňský kraj",psychiatrie.ambulance.sro@gmail.com,+420601165441,https://psychiatrie-ambulance.cz,,matched
Sexuologická ambulance (Fakultní nemocnice Plzeň),Psychiatrická ambulance,"alej Svobody 923/80, Plzeň 1-Bolevec (část) 323 00, Plzeňský kraj",fnplzen@fnplzen.cz,+420377103111,http://psych.fnplzen.cz/cs/node/839,,matched
Psychiatrická ambulance II. - EUC Klinika Plzeň,Psychiatrická ambulance,"Skrétova 1210/47, Plzeň 1-Bolevec (část) 301 00, Plzeňský kraj",eva.radova@eucklinika.cz,+420377320204,https://euc.cz,,matched
MUDr. Jaroslava Moravcová - Psychiatrická ambulance,Psychiatrická ambulance,"Sokolovská 1116/77, Plzeň 1-Bolevec (část) 323 00, Plzeňský kraj",mojara@seznam.cz,+420775676323,https://search.seznam.cz/?q=psychiatrick%C3%A1+ambulance+plze%C5%88sk%C3%BD+kraj,,matched
Psychiatrická ambulance - Stodská nemocnice,Psychiatrická ambulance,"Hradecká 600, Stod 333 01, Plzeňský kraj",info@stod.nemocnicepk.cz,+420377193674,https://stod.nemocnicepk.cz/ostatni-ambulance,,matched
Psychiatrická ambulance - Klatovská nemocnice,Psychiatrická ambulance,"Plzeňská 929, Klatovy II 339 01, Plzeňský kraj",leona.jehlikova@klatovy.nemocnicepk.cz,+420376335970,https://klatovy.nemocnicepk.cz,,matched
Psychiatrická ambulance - EUC Klinika Plzeň,Psychiatrická ambulance,"Denisovo nábřeží 1000/4, Plzeň 1-Bolevec (část) 301 00, Plzeňský kraj",martina.berkova@eucklinika.cz,+420378218376,https://search.seznam.cz/?q=psychiatrick%C3%A1+ambulance+plze%C5%88sk%C3%BD+kraj&oq,,matched
Psychiatrie Rokycany,Psychiatrická ambulance,"Masarykovo náměstí 82, Rokycany 337 01, Plzeňský kraj",teslikova.optihealth@seznam.cz,+420732314409,http://psychiatrie-rokycany.cz/,,matched
MUDr. Simona Baxová - Psychiatrická ambulance,Psychiatrická ambulance,"náměstí Republiky 53/27, Plzeň 1-Bolevec (část) 301 00, Plzeňský kraj",simonabaxova@seznam.cz,+420739372442,https://www.firmy.cz/detail/13283267-mudr-simona-baxova-plzen-vnitrni-mesto.html,,matched
MUDr. Petra Kordová,Psychiatrická ambulance,"Poštovní 2428/8, Jablonec nad Nisou (část) 466 01, Liberecký kraj",p.kordova@seznam.cz,+420483341267,http://www.medsix.cz/?option=com_content&view=article&id=48&Itemid=120#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-12830443,,matched
MUDr. Libuše Kvasničková,Psychiatrická ambulance,"Liberecká 15, Jablonec nad Nisou (část) 466 01, Liberecký kraj",liba_k@volny.cz,+420483713735,https://nrpzs.uzis.cz/detail-35916-mudr-libuse-kvasnickova.html,,matched
MUDr. Jindra Friedrichová,Psychiatrická ambulance,"Sokolí 1595/4, Jablonec nad Nisou (část) 466 01, Liberecký kraj",info@psychamb.cz,+420736105209,http:// www.psychamb.cz,,matched
Psychiatrická ambulance MUDr. Martin Dejdar,Psychiatrická ambulance,"Na žertvách 2431/21, Libeň (Praha 8) (část) 180 00, Hlavní město Praha",dejdar@dejdar-martin.cz,+420607535595,http://www.dejdar-martin.cz/,,matched
Psychiatrická ambulance MUDr. Milan Šindlář,Psychiatrická ambulance,"Boloňská 312/10, Horní Měcholupy (část) 109 00, Hlavní město Praha",psordinace.info@gmail.com,+420731692505,http://www.psychicus.cz,,matched
MUDr. Tereza Škrábalová - psychiatrická ambulance,Psychiatrická ambulance,"Boloňská 312/10, Horní Měcholupy (část) 109 00, Hlavní město Praha",psordinace.info@gmail.com,+420731692505,http://www.psychicus.cz,,matched
MUDr. Ladislav Polák - psychiatrická ambulance,Psychiatrická ambulance,"Boloňská 312/10, Horní Měcholupy (část) 102 00, Hlavní město Praha",psordinace.info@gmail.com,+420731692505,http://www.psychicus.cz,,matched
Psychiatrická amublance MUDr. Sylva Zuzánková,Psychiatrická ambulance,"Boloňská 312/10, Praha 10, Horní Měcholupy (část) 109 00, Hlavní město Praha",psordinace.info@gmail.com,+420731692505,http://www.psychicus.cz,,matched
Psychiatrie Clinterap Praha 8,Psychiatrická ambulance,"Střelničná 1680/8, Kobylisy (část) 182 00, Hlavní město Praha",rosa@clinterap.cz,+420702129883,https://psychiatrpraha.cz/,,matched
Psychiatrie Clinterap Praha 10,Psychiatrická ambulance,"Počernická 16, Strašnice (Praha 10) (část) 100 00, Hlavní město Praha",pocernicka@clinterap.cz,+420222510607,https://clinterap.cz/psychiatrie-praha-10/,,matched
Klinická Psychologie Praha 10,Psychologická ambulance,"Počernická 16, Strašnice (Praha 10) (část) 100 00, Hlavní město Praha",pocernicka@clinterap.cz,+420222510607,https://clinterap.cz/klinicka-psychologie-praha-10/,,matched
MUDr. Lukáš Krejčů,Psychiatrická ambulance,"Široká 436/17, české Budějovice 370 01, Jihočeský kraj",lukaskrejcu@seznam.cz,,https://www.firmy.cz/detail/2123947-mudr-lukas-krejcu-ceske-budejovice-1.html,,matched
MUDr. Michal Vodička,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",psychiatrie.vodicka@gmail.com,+420734242059,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/,,matched
MUDr. Rostislav Procházka,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",,+420387730202,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/,,unmatched
MUDr. Marie Procházková,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",,+420387730202,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/,,unmatched
SABmed s.r.o.,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",,+420387730511,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/,,unmatched
MUDr. Naděžda Kramářová,Psychiatrická ambulance,"Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj",,+420387730511,https://www.znamylekar.cz/nadezda-kramarova/psychiatr/ceske-budejovice,,unmatched
Psychologická poradna AURA,Psychologická ambulance,"Náměstí Přemysla Otakara II. 8/5, české Budějovice 370 01, Jihočeský kraj",e.sonkova@gmail.com,+420724135213,http://www.aura-psycholog.cz/,,matched
MUDr. František Žahourek,Psychiatrická ambulance,"Žižkova třída 244/7, Písek 397 01, Jihočeský kraj",psychiatrie@volny.cz,+420382223334,https://www.firmy.cz/detail/385148-mudr-frantisek-zahourek-pisek-budejovicke-predmesti.html,,matched
MUDr. Eva Fialková,Psychiatrická ambulance,"Husovo nám. 530, Tábor (část) 390 02, Jihočeský kraj",,+420381254105,https://www.firmy.cz/detail/384826-mudr-eva-fialkova-tabor.html,,unmatched
MUDr. Kateřina Volfová,Psychiatrická ambulance,"Kpt. Jaroše č.p. 2876, Tábor (část) 390 01, Jihočeský kraj",,+420725447100,https://www.registrlekaru.cz/ordinace-psychiatrie-katerina-volfova-17876/,,unmatched
Psychiatrická ambulance I. Nemocnice Tábor,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,+420381606762,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535,,unmatched
Psychiatrická ambulance II. Nemocnice Tábor,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,+420381606763,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535,,unmatched
Psychiatrická ambulance III. Nemocnice Tábor,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,+420381606763,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535,,unmatched
Psychiatrická ambulance IV.,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,+420381606762,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535,,unmatched
Pedopsychiatrická ambulance Nemocnice Tábor,Psychiatrická ambulance,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",detska.psychiatrie@nemta.cz,+420381606756,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535,,matched
Ambulance klinického psychologa Nemocnice Tábor,Klinický psycholog,"Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj",,+420381606766,https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535,,unmatched
Psycholog Tábor – Mgr. Eliška Rejlková,Psychologická ambulance,"Náměstí Fr. Křižíka 2840, Tábor (část) 390 01, Jihočeský kraj",info@psychologtabor.cz,+420770779600,http://psychologtabor.cz/,,matched
PhDr. Jan Kovář,Klinický psycholog,"Světlogorská 2764, Tábor (část) 390 05, Jihočeský kraj",jk.psycholog@volny.cz,+420381261311,https://www.znamylekar.cz/jan-kovar/psycholog-detsky-psycholog/tabor,,matched
Psychologická poradnaTábor Mgr. Bc. Tereza Bělecká,Psychologická ambulance,"Smetanova 663, Tábor (část) 390 01, Jihočeský kraj",info@psychologicka-poradna-tabor.cz,+420606645281,https://psychologicka-poradna-tabor.cz,,matched
Centrum klinické psychologie Tábor - PhDr. Jana Címlová,Psychologická ambulance,"Bydlinského 2474, Tábor (část) 390 01, Jihočeský kraj",phdr.cimlova@seznam.cz,,http://www.psychologcimlova.cz/uvod.html,,matched
"Psychiatrie pro děti, dospívající a jejich rodiče - MUDr. Lenka Trantýrová",Psychiatrická ambulance,"Rudé Armády 614/9, Sezimovo Ústí (část) 391 02, Jihočeský kraj",mudr@trantyrova.cz,+420723927820,https://www.trantyrova.cz/,,matched
Mgr. Veronika BRODSKÁ,Psychologická ambulance,"Budějovická 553, Tábor (část) 390 02, Jihočeský kraj",,+420777589623,http://www.psychotera.cz/profesni_zivotopisES.htm,,unmatched
LÉčIVÉ ROZHOVORY,Psychoterapeutická ambulance,"Tomkova 2099/1 , Tábor (část) 390 01, Jihočeský kraj",terezaposekana@gmail.com,+420724808023,https://lecive-rozhovory.webnode.cz/,,matched
MUDr. Kamila Janovská,Psychiatrická ambulance,"T. G. Masaryka 205, český Krumlov 381 01, Jihočeský kraj",,+420380712185,https://www.navstevalekare.cz/lekari/psychiatr--psychiatrie-s51017/jihocesky-kraj-k300/cesky-krumlov-o501.html,,unmatched
MUDr. Gábor Nagy,Psychiatrická ambulance,"Nad Nemocnicí 153, český Krumlov 381 01, Jihočeský kraj",,,https://www.navstevalekare.cz/lekari/psychiatr--psychiatrie-s51017/jihocesky-kraj-k300/cesky-krumlov-o501/cesky-krumlov-m1516/mudr-gabor-nagy-d5658.html,,unmatched
MUDr. Miroslav Norek,Psychiatrická ambulance,"Nad Nemocnicí 153, český Krumlov 381 01, Jihočeský kraj",,+420380714777,https://www.navstevalekare.cz/lekari/psychiatr--psychiatrie-s51017/jihocesky-kraj-k300/cesky-krumlov-o501/cesky-krumlov-m1516/mudr-miroslav-norek-d5659.html,,unmatched
KBT terapie - Bc. Jana Míková,Psychoterapeutická ambulance,"Vyšehrad 169, český Krumlov 381 01, Jihočeský kraj",kbterapie@email.cz,+420724511303,https://kbterapie.webnode.cz/,,matched
Mgr. Petra Kučerová - ambulance klinické psychologie,Klinický psycholog,"T. G. Masaryka 212, český Krumlov 381 01, Jihočeský kraj",feglerova@seznam.cz,+420380712244,https://www.socialnisluzbyck.cz/katalog-sluzeb/ambulance-klinicke-psychologie-mgr-petra-feglerova/,,matched
"ZDEňKA KOUBOVÁ Individuální, párová, rodinná psychoterapie",Psychoterapeutická ambulance,"Komenského 15, české Budějovice 370 01, Jihočeský kraj",koubova.zdenka@email.cz,+420728956656,https://terapie-koubova.webnode.cz/,,matched
MUDr. Petr Láznička,Psychiatrická ambulance,"Klášterská 72, Jindřichův Hradec II 377 01, Jihočeský kraj",medic@centrum.cz,,https://www.psychiatr.info/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-385369,,matched
Mgr. et Mgr. Michal Hanzlovský,Klinický psycholog,"Komenského 12, Jindřichův Hradec I 377 01, Jihočeský kraj",,+420606237063,https://mudrslanina.webnode.cz/_files/200000069-75c1e75c20/Medajlonek%20Hanzlovsk%C3%BD.pdf,,unmatched
Martin Chvojka,Psychoterapeutická ambulance,"česká 16, české Budějovice 370 01, Jihočeský kraj",martin.chvojka@volny.cz,+420727818801,https://www.neskrytost.cz/?gclid=EAIaIQobChMI8LuGssyO-AIVCI1oCR2AfwEOEBAYASAAEgKq2fD_BwE,,matched
Psychoterapie Pelhřimov - Mgr. Martina Buchalová Horská,Psychoterapeutická ambulance,"Vokov 47, Pelhřimov 393 01, Kraj Vysočina",info@psychoterapie-pe.cz,+420723713052,https://psychoterapie-pe.cz/index.html,,matched
Mgr. Bc. Pavel Bláha - psycholog české Budějovice,Psychoterapeutická ambulance,"Biskupská 129/1, české Budějovice 370 01, Jihočeský kraj",blaha@psychologcb.cz,+420604846096,http://www.psychologcb.cz/,,matched
Ordinace klinické psychologie Strakonice,Klinický psycholog,"Radomyšlská 336, Strakonice I 386 01, Jihočeský kraj",psycholog.strakonice@gmail.com,+420728307849,https://sites.google.com/view/psycholog-strakonice/,,matched
Psychiatrická ambulance Strakonice,Psychiatrická ambulance,"Radomyšlská 336, Strakonice I 386 01, Jihočeský kraj",,+420383322825,https://pllnare.cz/ambulance,,unmatched
Psychiatrická ambulance Blatná,Psychiatrická ambulance,"Zahradnická ul. 1078, Blatná 388 01, Jihočeský kraj",,+420383423995,https://pllnare.cz/ambulance,,unmatched
"Psychologie Schenková, s.r.o.",Psychologická ambulance,"Chelčického 50/1, Písek 397 01, Jihočeský kraj",schenkova.vera@seznam.cz,+420607121451,https://search.seznam.cz/search?q=psychiatr%20p%C3%ADsek&sourceid=web&thru=related&sId=cWZTosuX6OhCGTtKeYxH&overlay_type=firmy-hint-1905&overlay_id=firm-13284641,,matched
"PhDr. Dagmar čutková - ordinace klinické psychologie, s.r.o.",Klinický psycholog,"Novohradská 1806/68, české Budějovice 5 (část) 370 08, Jihočeský kraj",,+420387436802,https://www.najdipomoc.cz/detail/psycholog/phdr-dagmar-utkova/,,unmatched
Mudr. Pavla Novotná - Dětská a dorostová psychiatrie,Psychiatrická ambulance,"Matice Školské 1786/17, české Budějovice 2 (část) 370 01, Jihočeský kraj",pavla.novotna.ina@gmail.com,+420386354506,https://www.detska-psychiatrie-mudr-novotna.cz/,,matched
"Psychiatrická ambulance, MUDr. Jiří Boháč",Psychiatrická ambulance,"třída Tomáše Bati 3705, Zlín (část) 760 01, Zlínský kraj",bohacj.mudr@email.cz,+420577645259,https://www.firmy.cz/detail/12864154-mudr-jiri-bohac-zlin.html,,matched
Psychocentrum Zlín,Psychiatrická ambulance,"Osvoboditelů 91, Zlín (část) 760 01, Zlínský kraj",info@psychocentrumzlin.cz,,http://www.psychocentrumzlin.cz/,,matched
PsychéMedic s.r.o.,Psychiatrická ambulance,"Okružní 7070, Zlín (část) 760 05, Zlínský kraj",victoria.prokopova@gmail.com,+420577220899,https://www.psychemedic.cz/,,matched
MUDr. Alena Březíková,Psychiatrická ambulance,"tř. Osvobození 1388, Otrokovice (část) 765 02, Zlínský kraj",etem@post.cz,+420577645231,http://www.detemzlin.cz/,,matched
"Psychiatrická ambulance Podané ruce, s.r.o.",Psychiatrická ambulance,"Dlouhá 4215, Zlín (část) 760 01, Zlínský kraj",psychiatrie.zlin@podaneruce.cz,+420577439190,https://klinika.podaneruce.cz/,,matched
Psychiatrická ambulance Zlín,Psychiatrická ambulance,"Kvítková 373, Zlín (část) 760 01, Zlínský kraj",psychiatrie.zlin@podaneruce.cz,+420577012063,https://podaneruce.cz/centra-sluzby/psychiatricka-ambulance-zlin/,,matched
"Psychologická ambulance PaedDr., Mgr. Obručová Yvona",Psychologická ambulance,"Padělky I 3644, Zlín (část) 760 01, Zlínský kraj",y.obrucova@tiscali.cz,+420775391313,https://www.alfafarm.cz/lekarsky-dum/paeddr-mgr-yvona-obrucova/,,matched
"Klinická psychologie - PhDr. Jiří Laciga, s.r.o.",Klinický psycholog,"Ševcovská 2678, Zlín (část) 760 01, Zlínský kraj",jiri.laciga@gmail.com,+420577437842,https://cs-cz.facebook.com/pages/category/Medical-Center/Klinick%C3%A1-psychologie-PhDr-Ji%C5%99%C3%AD-Laciga-627210657489219/,,matched
"PSYCHOLOGICKÁ ORDINACE ALTERA, S.R.O.",Klinický psycholog,"Bartošova 4341, Zlín (část) 760 01, Zlínský kraj",ordinace93@centrum.cz,+420777342253,http://www.psychologiezlin.eu/,,matched
