Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched,Source,New Contact,New Matched
CDZ Cheb (Fokus MB),CDZ - Centrum duševního zdraví,"Mánesova 265/13, Cheb 350 02, Karlovarský kraj",skalicka@fokus-mb.cz,+420775562065,www.fokus-mb.cz,https://www.fokus-mb.cz,new_contact_both_match_with_email,,"['+420778449584', '+420778449584', '+420778449584', '+420778449584', 'mazik@fokus-mb.cz', '068pisova@fokus-mb.cziveta', '021novak@fokus-mb.cz', '329krmelova@fokus-mb.czmgr', '239pulcova@fokus-mb.czpetra', '', 'konzultantskalova@fokus-mb.czmudr', '487bajecna@fokus-mb.czpavla', '024fafejta@fokus-mb.czv', '600vrazelova@fokus-mb.czji', '156slabova@fokus-mb.czren', '071bechnik@fokus-mb.czmgr', '061hunorova@fokus-mb.cztom', '099stuchlik@fokus-mb.czold', '486teperova@fokus-mb.czmagda', '063strouhalova@fokus-mb.cz', '062valentova@fokus-mb.czjana', '036opocenska@fokus-mb.cz', '067najbrtova@fokus-mb.czbc', '042kubinova@fokus-mb.czjan', '097mareckova@fokus-mb.czbc', '000svancarova@fokus-mb.czmgr', '037ticha@fokus-mb.cz', '402simonova@fokus-mb.czmgr', '937martin.bernot@pnkosmonosy.czphdr', '004grusova@fokus-mb.cz', '621jecna@fokus-mb.czmgr', '049masopust@fokus-mb.czpetr', '490herbstova@fokus-mb.czpetra', '408capoun@fokus-mb.czradka', '238stefl@fokus-mb.czmgr', '006vejdelkova@fokus-mb.czjan', '058vackova@fokus-mb.cz', '606sleglova@fokus-mb.czv', '022liskovcova@fokus-mb.czs', '042benes@fokus-mb.czmudr', '456harapes@fokus-mb.czjana', '015sekretar@fokus-mb.czjan', '075capkova2@fokus-mb.czbc', '009elvirova@fokus-mb.czbc', '019motylova@fokus-mb.czkate', '000svancarova@fokus-mb.czmudr', '018svobodova@fokus-mb.czbc', '046rezacova@fokus-mb.cz', '033goldmanova@fokus-mb.czmgr', '427pecinova@fokus-mb.czbc', '076novotna@fokus-mb.cz', '027mullerova2@fokus-mb.czji', '042kubinova@fokus-mb.czmgr', '057vitova@fokus-mb.cznina', '045krizkova@fokus-mb.czad', '070honcova@fokus-mb.czad', '041zachova@fokus-mb.czbc', '014mullerova@fokus-mb.czmgr', '043vondrackova@fokus-mb.czing', '920adam@fokus-mb.czpavla', '016petrackova@fokus-mb.czkrist', '036opocenska@fokus-mb.czbc', '011svestkova@fokus-mb.czpetr', '008blazkova2@fokus-mb.cz', '013bursova@fokus-mb.cz', '007hrusova@fokus-mb.cz', '102cerna.rynesova@fokus-mb.czmsc', '017rimkova@fokus-mb.cz', '279schwarzerova@fokus-mb.cziveta', '689pabista@fokus-mb.czmgr', '998valentova2@fokus-mb.czpavla', '009kendrova@fokus-mb.cz', '001zichova@fokus-mb.czmga', '040capkova@fokus-mb.czlenka', '102cerna.rynesova@fokus-mb.cz', '421dlouha@fokus-mb.czji', '069stachova@fokus-mb.czmark', '072sura@fokus-mb.czbc', '043slezakova@fokus-mb.czmgr', '044zabenska@fokus-mb.czjana', '444pospisilova@fokus-mb.cz', '620chladkova@fokus-mb.czbc', 'mazik@fokus-mb.cz', '068pisova@fokus-mb.cziveta', '021novak@fokus-mb.cz', '329krmelova@fokus-mb.czmgr', '239pulcova@fokus-mb.czpetra', '', 'konzultantskalova@fokus-mb.czmudr', '487bajecna@fokus-mb.czpavla', '024fafejta@fokus-mb.czv', '600vrazelova@fokus-mb.czji', '156slabova@fokus-mb.czren', '071bechnik@fokus-mb.czmgr', '061hunorova@fokus-mb.cztom', '099stuchlik@fokus-mb.czold', '486teperova@fokus-mb.czmagda', '063strouhalova@fokus-mb.cz', '062valentova@fokus-mb.czjana', '036opocenska@fokus-mb.cz', '067najbrtova@fokus-mb.czbc', '042kubinova@fokus-mb.czjan', '097mareckova@fokus-mb.czbc', '000svancarova@fokus-mb.czmgr', '037ticha@fokus-mb.cz', '402simonova@fokus-mb.czmgr', '937martin.bernot@pnkosmonosy.czphdr', '004grusova@fokus-mb.cz', '621jecna@fokus-mb.czmgr', '049masopust@fokus-mb.czpetr', '490herbstova@fokus-mb.czpetra', '408capoun@fokus-mb.czradka', '238stefl@fokus-mb.czmgr', '006vejdelkova@fokus-mb.czjan', '058vackova@fokus-mb.cz', '606sleglova@fokus-mb.czv', '022liskovcova@fokus-mb.czs', '042benes@fokus-mb.czmudr', '456harapes@fokus-mb.czjana', '015sekretar@fokus-mb.czjan', '075capkova2@fokus-mb.czbc', '009elvirova@fokus-mb.czbc', '019motylova@fokus-mb.czkate', '000svancarova@fokus-mb.czmudr', '018svobodova@fokus-mb.czbc', '046rezacova@fokus-mb.cz', '033goldmanova@fokus-mb.czmgr', '427pecinova@fokus-mb.czbc', '076novotna@fokus-mb.cz', '027mullerova2@fokus-mb.czji', '042kubinova@fokus-mb.czmgr', '057vitova@fokus-mb.cznina', '045krizkova@fokus-mb.czad', '070honcova@fokus-mb.czad', '041zachova@fokus-mb.czbc', '014mullerova@fokus-mb.czmgr', '043vondrackova@fokus-mb.czing', '920adam@fokus-mb.czpavla', '016petrackova@fokus-mb.czkrist', '036opocenska@fokus-mb.czbc', '011svestkova@fokus-mb.czpetr', '008blazkova2@fokus-mb.cz', '013bursova@fokus-mb.cz', '007hrusova@fokus-mb.cz', '102cerna.rynesova@fokus-mb.czmsc', '017rimkova@fokus-mb.cz', '279schwarzerova@fokus-mb.cziveta', '689pabista@fokus-mb.czmgr', '998valentova2@fokus-mb.czpavla', '009kendrova@fokus-mb.cz', '001zichova@fokus-mb.czmga', '040capkova@fokus-mb.czlenka', '102cerna.rynesova@fokus-mb.cz', '421dlouha@fokus-mb.czji', '069stachova@fokus-mb.czmark', '072sura@fokus-mb.czbc', '043slezakova@fokus-mb.czmgr', '044zabenska@fokus-mb.czjana', '444pospisilova@fokus-mb.cz', '620chladkova@fokus-mb.czbc']",new_contact_both_match_with_email
CDZ Karlovy Vary (Fokus MB),CDZ - Centrum duševního zdraví,"Plzeňská 1445/11, Karlovy Vary 360 01, Karlovarský kraj",forejtkova@fokus-mb.cz,+420777365237,www.fokus-mb.cz,https://www.fokus-mb.cz,new_contact_both_match_with_email,,"['+420778449584', '+420778449584', '+420778449584', '+420778449584', 'mazik@fokus-mb.cz', '068pisova@fokus-mb.cziveta', '021novak@fokus-mb.cz', '329krmelova@fokus-mb.czmgr', '239pulcova@fokus-mb.czpetra', '', 'konzultantskalova@fokus-mb.czmudr', '487bajecna@fokus-mb.czpavla', '024fafejta@fokus-mb.czv', '600vrazelova@fokus-mb.czji', '156slabova@fokus-mb.czren', '071bechnik@fokus-mb.czmgr', '061hunorova@fokus-mb.cztom', '099stuchlik@fokus-mb.czold', '486teperova@fokus-mb.czmagda', '063strouhalova@fokus-mb.cz', '062valentova@fokus-mb.czjana', '036opocenska@fokus-mb.cz', '067najbrtova@fokus-mb.czbc', '042kubinova@fokus-mb.czjan', '097mareckova@fokus-mb.czbc', '000svancarova@fokus-mb.czmgr', '037ticha@fokus-mb.cz', '402simonova@fokus-mb.czmgr', '937martin.bernot@pnkosmonosy.czphdr', '004grusova@fokus-mb.cz', '621jecna@fokus-mb.czmgr', '049masopust@fokus-mb.czpetr', '490herbstova@fokus-mb.czpetra', '408capoun@fokus-mb.czradka', '238stefl@fokus-mb.czmgr', '006vejdelkova@fokus-mb.czjan', '058vackova@fokus-mb.cz', '606sleglova@fokus-mb.czv', '022liskovcova@fokus-mb.czs', '042benes@fokus-mb.czmudr', '456harapes@fokus-mb.czjana', '015sekretar@fokus-mb.czjan', '075capkova2@fokus-mb.czbc', '009elvirova@fokus-mb.czbc', '019motylova@fokus-mb.czkate', '000svancarova@fokus-mb.czmudr', '018svobodova@fokus-mb.czbc', '046rezacova@fokus-mb.cz', '033goldmanova@fokus-mb.czmgr', '427pecinova@fokus-mb.czbc', '076novotna@fokus-mb.cz', '027mullerova2@fokus-mb.czji', '042kubinova@fokus-mb.czmgr', '057vitova@fokus-mb.cznina', '045krizkova@fokus-mb.czad', '070honcova@fokus-mb.czad', '041zachova@fokus-mb.czbc', '014mullerova@fokus-mb.czmgr', '043vondrackova@fokus-mb.czing', '920adam@fokus-mb.czpavla', '016petrackova@fokus-mb.czkrist', '036opocenska@fokus-mb.czbc', '011svestkova@fokus-mb.czpetr', '008blazkova2@fokus-mb.cz', '013bursova@fokus-mb.cz', '007hrusova@fokus-mb.cz', '102cerna.rynesova@fokus-mb.czmsc', '017rimkova@fokus-mb.cz', '279schwarzerova@fokus-mb.cziveta', '689pabista@fokus-mb.czmgr', '998valentova2@fokus-mb.czpavla', '009kendrova@fokus-mb.cz', '001zichova@fokus-mb.czmga', '040capkova@fokus-mb.czlenka', '102cerna.rynesova@fokus-mb.cz', '421dlouha@fokus-mb.czji', '069stachova@fokus-mb.czmark', '072sura@fokus-mb.czbc', '043slezakova@fokus-mb.czmgr', '044zabenska@fokus-mb.czjana', '444pospisilova@fokus-mb.cz', '620chladkova@fokus-mb.czbc', 'mazik@fokus-mb.cz', '068pisova@fokus-mb.cziveta', '021novak@fokus-mb.cz', '329krmelova@fokus-mb.czmgr', '239pulcova@fokus-mb.czpetra', '', 'konzultantskalova@fokus-mb.czmudr', '487bajecna@fokus-mb.czpavla', '024fafejta@fokus-mb.czv', '600vrazelova@fokus-mb.czji', '156slabova@fokus-mb.czren', '071bechnik@fokus-mb.czmgr', '061hunorova@fokus-mb.cztom', '099stuchlik@fokus-mb.czold', '486teperova@fokus-mb.czmagda', '063strouhalova@fokus-mb.cz', '062valentova@fokus-mb.czjana', '036opocenska@fokus-mb.cz', '067najbrtova@fokus-mb.czbc', '042kubinova@fokus-mb.czjan', '097mareckova@fokus-mb.czbc', '000svancarova@fokus-mb.czmgr', '037ticha@fokus-mb.cz', '402simonova@fokus-mb.czmgr', '937martin.bernot@pnkosmonosy.czphdr', '004grusova@fokus-mb.cz', '621jecna@fokus-mb.czmgr', '049masopust@fokus-mb.czpetr', '490herbstova@fokus-mb.czpetra', '408capoun@fokus-mb.czradka', '238stefl@fokus-mb.czmgr', '006vejdelkova@fokus-mb.czjan', '058vackova@fokus-mb.cz', '606sleglova@fokus-mb.czv', '022liskovcova@fokus-mb.czs', '042benes@fokus-mb.czmudr', '456harapes@fokus-mb.czjana', '015sekretar@fokus-mb.czjan', '075capkova2@fokus-mb.czbc', '009elvirova@fokus-mb.czbc', '019motylova@fokus-mb.czkate', '000svancarova@fokus-mb.czmudr', '018svobodova@fokus-mb.czbc', '046rezacova@fokus-mb.cz', '033goldmanova@fokus-mb.czmgr', '427pecinova@fokus-mb.czbc', '076novotna@fokus-mb.cz', '027mullerova2@fokus-mb.czji', '042kubinova@fokus-mb.czmgr', '057vitova@fokus-mb.cznina', '045krizkova@fokus-mb.czad', '070honcova@fokus-mb.czad', '041zachova@fokus-mb.czbc', '014mullerova@fokus-mb.czmgr', '043vondrackova@fokus-mb.czing', '920adam@fokus-mb.czpavla', '016petrackova@fokus-mb.czkrist', '036opocenska@fokus-mb.czbc', '011svestkova@fokus-mb.czpetr', '008blazkova2@fokus-mb.cz', '013bursova@fokus-mb.cz', '007hrusova@fokus-mb.cz', '102cerna.rynesova@fokus-mb.czmsc', '017rimkova@fokus-mb.cz', '279schwarzerova@fokus-mb.cziveta', '689pabista@fokus-mb.czmgr', '998valentova2@fokus-mb.czpavla', '009kendrova@fokus-mb.cz', '001zichova@fokus-mb.czmga', '040capkova@fokus-mb.czlenka', '102cerna.rynesova@fokus-mb.cz', '421dlouha@fokus-mb.czji', '069stachova@fokus-mb.czmark', '072sura@fokus-mb.czbc', '043slezakova@fokus-mb.czmgr', '044zabenska@fokus-mb.czjana', '444pospisilova@fokus-mb.cz', '620chladkova@fokus-mb.czbc']",new_contact_both_match_with_email
CDZ Jihlava (VOR Jihlava),CDZ - Centrum duševního zdraví,"Komenského 36, Jihlava (část) 586 01, Kraj Vysočina",cdz@pnj.cz,+420604291474,https://www.vorjihlava.cz/cdz_jihlava/informace,,new_email_match,,"['renata.napravnikova@vorjihlava.cz', 'zuzana.nemeckova@vorjihlava.cz', 'iva.skalova@vorjihlava.cz', 'stepanka.herrova@vorjihlava.cz', 'dis.martin.julis@vorjihlava.cz', 'petra.dechterenkova@vorjihlava.cz', 'eva.voralkova@vorjihlava.cz', 'dis.veronika.sourkova@vorjihlava.cz', 'dis.zdenek.votoupal@vorjihlava.cz', 'monika.brozova@vorjihlava.cz', 'nekl.stepanek@pnj.cz', 'mbadagmar.janouskova@vorjihlava.cz', 'dismichaela.vrbkova@vorjihlava.cz', 'eva.berkiova@vorjihlava.cz', 'niederlemonika.niederle@vorjihlava.cz', 'dis.eva.pavlickova@vorjihlava.cz', 'alena.kruzikova@vorjihlava.cz', '', 'kontaktinfo@vorjihlava.cz']",new_email_match
Psychocentrum - manželská a rodinná poradna Třebíč,Psychoterapeutická ambulance,"Karlovo náměstí 30/41, Třebíč 674 01, Kraj Vysočina",poradna.tr@psychocentrum.cz,+420704619459,https://www.psychocentrum.cz/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
CDZ Klatovy (Ledovec),CDZ - Centrum duševního zdraví,"Pod Nemocnicí 789, Klatovy I 339 01, Plzeňský kraj",cdzklatovy@ledovec.cz,+420603111542,https://www.ledovec.cz/centrum-dusevniho-zdravi/cdz-klatovy,,matched,scraped_contacts_telefon,,
CDZ Plzeň (Ledovec),CDZ - Centrum duševního zdraví,"Karolíny Světlé 463/13, Plzeň 1-Bolevec (část) 323 00, Plzeňský kraj",cdz@ledovec.cz,info@ledovec.cz,https://www.ledovec.cz/centrum-dusevniho-zdravi/cdz-plzen,,new_email_match,,['info@ledovec.cz'],new_email_match
Centrum duševního zdraví a komunitní centrum Tábor,CDZ - Centrum duševního zdraví,"Mostecká 2087, Tábor (část) 390 02, Jihočeský kraj",fokustabor@fokustabor.cz,+420731209156,http://www.fokustabor.cz/centrum-dusevniho-zdravi-_-komunitni-tym-tabor,,unmatched,,,
CDZ Strakonice (Fokus Písek),CDZ - Centrum duševního zdraví,"Lidická 1081, Strakonice I 386 01, Jihočeský kraj",cdz.strakonice@fokus-pisek.cz,+420778061769,https://www.fokus-pisek.cz/cdz-strakonice/,,matched,scraped_contacts_telefon,,
CDZ Mladá Boleslav (Fokus MB),CDZ - Centrum duševního zdraví,"čechova 635/11, Mladá Boleslav I 293 01, Středočeský kraj",svancarova@fokus-mb.cz,+420778449584,https://www.pnkosmonosy.cz/cdz.html,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
CDZ Kroměříž (CSP Zlín),CDZ - Centrum duševního zdraví,"Mánesova 3880, Kroměříž 767 01, Zlínský kraj",info@cdzkm.cz,,http://www.cdzkm.cz/,,matched,scraped_contacts_email,,
CDZ Pardubice (PDZ),CDZ - Centrum duševního zdraví,"Bělehradská 389, Pardubice-Staré Město 530 02, Pardubický kraj",pdz-pce@pdz.cz,+420777454573,http://www.pdz.cz/czd-pa.html,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
"CDZ Podskalí, Praha (Fokus Praha)",CDZ - Centrum duševního zdraví,"Vnislavova 48/4, Nusle (Praha 2) (část) 120 00, Hlavní město Praha",cdzpodskali@fokus-praha.cz,+420774804923,https://fokus-praha.cz/cz/pomahame/centrum-podskali/cdz-podskali,,new_email_match,,"['hanibalova.hana@fokus-praha.cz', 'krize@fokus-praha.cz', 'fundraising@fokus-praha.cz', 'hovorka.jiri@fokus-praha.cz', 'fokus@fokus-praha.cz', 'cizinska.eva@fokus-praha.cz', 'pr@fokus-praha.cz', 'hunes.marek@fokus-praha.cz', 'vavrochova.martina@fokus-praha.cz', 'repanova.katka@fokus-praha.cz']",new_email_match
CDZ Praha 6 (Fokus Praha),CDZ - Centrum duševního zdraví,"Nad Alejí 1881/29, Bubeneč (Praha 6) 160 00, Hlavní město Praha",cdz6@fokus-praha.cz,+420770152223,https://www.fokus-praha.cz/cz/pomahame/centrum-brevnov/cdz6#prvni-navsteva,,matched,maps_contacts_telefon,,
"CDZ ESET, Praha (ESET, Psychoterapeutická a psychosomatická klinika)",CDZ - Centrum duševního zdraví,"Brigádníků 556/353, Strašnice (Praha 10) (část) 100 00, Hlavní město Praha",cdz@cdzeset.cz,+420224316135,https://www.cdzeset.cz/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
CDZ Praha 8 (Fokus Praha),CDZ - Centrum duševního zdraví,"Dolákova 24, Bohnice (část) 181 00, Hlavní město Praha",info@cdz8.cz,+420734785000,https://cdz8.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
CDZ Praha 9 (Fokus Praha),CDZ - Centrum duševního zdraví,"Lovosická 440/40, Střížkov (Praha 9) 190 00, Hlavní město Praha",info@cdz9.cz,+420734785106,https://cdz9.cz/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
CDZ Ústí nad Labem (Fokus Labe),CDZ - Centrum duševního zdraví,"Stroupežnického 1372/9, Ústí nad Labem-centrum (část) 400 01, Ústecký kraj",hnizdil@cdz-usteckykraj.cz,+420733184376,https://www.fokuslabe.cz/centra-dusevniho-zdravi/centrum-dusevniho-zdravi-usti-nad-labem/,,matched,scraped_contacts_telefon,,
CDZ Chomutov (Fokus Labe),CDZ - Centrum duševního zdraví,"Kochova 1185, Chomutov (část) 430 01, Ústecký kraj",hejcova@cdz-usteckykraj.cz,+420730512887,https://www.fokuslabe.cz/centra-dusevniho-zdravi/centrum-dusevniho-zdravi-chomutov/,,matched,scraped_contacts_telefon,,
"CDZ Brandýsko, Brandýs nad Labem (Fokus Praha)",CDZ - Centrum duševního zdraví,"Fakultní 2488, Brandýs nad Labem 250 01, Středočeský kraj",info@cdz-brandysko.cz,+420734785199,www.cdz-brandysko.cz,https://www.cdz-brandysko.cz,matched,"maps_contacts_telefon, scraped_contacts_email",,
CDZ Olomouc (Společnost Mana),CDZ - Centrum duševního zdraví,"Rokycanova 796/1g, Pavlovičky (část) 772 00, Olomoucký kraj",info@cdzolomouc.cz,+420607252881,https://www.cdzolomouc.cz,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
"CDZ Beskydské, Frýdek Místek (Charita Frýdek-Místek)",CDZ - Centrum duševního zdraví,"Elišky Krásnohorské 249, Frýdek 738 01, Moravskoslezský kraj",info@charitafm.cz,+420704600368,https://charitafm.cz/nase-sluzby/pro-nemocne/beskydske-centrum-dusevniho-zdravi/,,matched,"maps_contacts_telefon, scraped_contacts_email",,
CDZ Ostrava,CDZ - Centrum duševního zdraví,"Kafkova 1116/13, Moravská Ostrava (část) 702 00, Moravskoslezský kraj",info@cdzostrava.cz,+420595223166,cdzostrava.cz,,unmatched,,,
"MUDr. Havlová Helena, MediClinic a.s.",Psychiatrická ambulance,"Nad Stadiónem 484, Vimperk I 385 01, Jihočeský kraj",psychiatrie1-vimperk@ordinace.mediclinic.cz,,https://www.mediclinic.cz/lekar/vimperk-havlova,,matched,scraped_contacts_email,,
MUDr. Michal Prokeš,Psychiatrická ambulance,"Široká 436/17, české Budějovice 370 01, Jihočeský kraj",info@mudrprokes.cz,,http://www.mudrprokes.cz/,,matched,scraped_contacts_email,,
MUDr. Markéta Roušalová,Psychiatrická ambulance,"Žižkova tř. 1321/1, české Budějovice 370 01, Jihočeský kraj",marketa.rousalova@seznam.cz,+420383389167,https://www.znamylekar.cz/marketa-rousalova/psychiatr/ceske-budejovice,,matched,maps_contacts_telefon,,
Ailia psychiatrická ambulance Písek,Psychiatrická ambulance,"Jungmannova 29, Písek 397 01, Jihočeský kraj",ailia1@centrum.cz,+420608987751,https://alia13.webnode.cz/,,matched,maps_contacts_telefon,,
Ailia psychiatrická ambulance Milevsko,Psychiatrická ambulance,"Nádražní 1383, Milevsko 399 01, Jihočeský kraj",ailia1@centrum.cz,+420777110607,https://alia13.webnode.cz/,,unmatched,,,
MUDr. Radka Kamencová - psychiatrická ambulance s. r. o.,Psychiatrická ambulance,"Velké náměstí 221, Strakonice I 386 01, Jihočeský kraj",mudr.kamencova@gmail.com,+420385340872,https://www.psychiatriestrakonice.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
PhDr. Vladimír Forst,Psychologická ambulance,"Matice školské 17, české Budějovice 370 01, Jihočeský kraj",forst.vladimir@post.cz,+420603895363,https://www.najdipomoc.cz/detail/psycholog/phdr-vladimir-forst/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
Psychocentrum - manželská a rodinná poradna Jihlava,Psychoterapeutická ambulance,"Pod Příkopem 4, Jihlava (část) 586 01, Kraj Vysočina",poradna.ji@psychocentrum.cz,+420567308855,https://www.psychocentrum.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
Psychocentrum - manželská a rodinná poradna Žďár nad Sázavou,Psychoterapeutická ambulance,"Horní 22, Žďár nad Sázavou 3 591 01, Kraj Vysočina",poradna.zr@psychocentrum.cz,+420566621404,https://www.psychocentrum.cz,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
Psychocentrum - manželská a rodinná poradna Havlíčkův Brod,Psychoterapeutická ambulance,"Dobrovského 2915, Havlíčkův Brod 580 01, Kraj Vysočina",poradna.hb@psychocentrum.cz,+420734354085,https://www.psychocentrum.cz,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
Psychocentrum - manželská a rodinná poradna Pelhřimov,Psychoterapeutická ambulance,"Pražská 127, Pelhřimov 393 01, Kraj Vysočina",poradna.pe@psychocentrum.cz,+420737618913,https://www.psychocentrum.cz,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
Psychiatrie Třebíč,Psychiatrická ambulance,"Gen. Sochora 705, Třebíč 674 01, Kraj Vysočina",info@psychiatrietrebic.cz,+420725757122,https://www.psychiatrietrebic.cz,,matched,maps_contacts_telefon,,
Ambulance ADIKTA,Psychiatrická ambulance,"Vrchlického 2497/57, Jihlava (část) 586 01, Kraj Vysočina",info@at-ambulance.cz,+420567574555,http://www.at-ambulance.cz/,,new_phone_match,,['+420567574555'],new_phone_match
Psychiatrická ambulance - MUDr. Libuše Jonášová,Psychiatrická ambulance,"Masarykova 885, Humpolec 396 01, Kraj Vysočina",ljonasova@centrum.cz,+420565536114,https://www.firmy.cz/detail/13284321-mudr-libuse-jonasova-humpolec.html,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
Psychiatrická ambulance - MUDr. Andrea Mašková,Psychiatrická ambulance,"Lánecká 970, Světlá nad Sázavou 582 91, Kraj Vysočina",andrea.maskova@seznam.cz,+420605788109,https://www.psychiatrie-maskova.cz,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
"Psychiatrická ambulance - MEDACOL, s.r.o.",Psychiatrická ambulance,"Svatovítské náměstí 880, Pelhřimov 393 01, Kraj Vysočina",psychamb.prochazka.pe@gmail.com,+420565325608,https://psychiatrie-pelhrimov.webnode.cz/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
