Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched,Source
Poradna Centrum ÁčKO,Odborné sociální poradenství,"Husova 402/15, Valašské Meziříčí 757 01, Zlínský kraj",info@centrum-acko.cz,+420602651064,https://www.centrum-acko.cz/index.php/o-nas/poradna/poradna-detailni-popis-sluzby/,,matched,scraped_contacts_telefon
Odborné sociální poradenství - Poradna pro pečující,Odborné sociální poradenství,"Žerotínova 319/21, Valašské Meziříčí 757 01, Zlínský kraj",info@diakonievm.cz,nan,https://www.diakonievm.cz/nase-sluzby/sluzby-k-podpore-domaci-pece/poradna-pro-pecujici/,,matched,scraped_contacts_email
Poradna Modrého kříže v čR-Poradna Karviná,Odborné sociální poradenství,"Karola Śliwky 149/17, Karviná-Fryštát 733 01, Moravskoslezský kraj",karvina@modrykriz.org,+420731494695,https://www.modrykriz.org/karvina/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Poradna Modrého kříže v čR - Frýdek-Místek,Odborné sociální poradenství,"Malý Koloredov 811, Frýdek 738 01, Moravskoslezský kraj",frydek-mistek@modrykriz.org,+420724087221,https://www.modrykriz.org/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Poradna Národní rady osob se zdravotním postižením Praha,Odborné sociální poradenství,"Partyzánská 1/7, Holešovice (Praha 7) 170 00, Hlavní město Praha",poradnanrzp@nrzp.cz,+420266753427,https://nrzp.cz/,,matched,scraped_contacts_email
Poradna Národní rady osob se zdravotním postižením Olomouc,Odborné sociální poradenství,"Slovenská 594, Olomouc 779 00, Olomoucký kraj",poradanaolomouc@nrzp.cz,+420585242865,https://nrzp.cz/,,matched,scraped_contacts_telefon
Poradna Národní rady osob se zdravotním postižením Ostrava,Odborné sociální poradenství,"Poradna Národní rady osob se zdravotním postižením, Moravská Ostrava (část) 702 00, Moravskoslezský kraj",poradnaostrava@nrzp.cz,+420736751206,https://nrzp.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Poradna Národní rady osob se zdravotním postižením Brno,Odborné sociální poradenství,"Cejl 892/32, Zábrdovice (Brno-střed) 602 00, Jihomoravský kraj",poradnabrno@nrzp.cz,+420736751214,https://nrzp.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Poradna Národní rady osob se zdravotním postižením Plzeň,Odborné sociální poradenství,"náměstí Republiky 202/28, Plzeň 1-Bolevec (část) 301 00, Plzeňský kraj",poradnaplzen@nrzp.cz,+420377224879,https://nrzp.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Poradna Národní rady osob se zdravotním postižením Liberec,Odborné sociální poradenství,"Voroněžská 144/20, Liberec III-Jeřáb (část) 460 01, Liberecký kraj",poradnaliberec@nrzp.cz,+420731504057,https://nrzp.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Pedagogicko-psychologická poradna pro Prahu 7,Pedagogicko-psychologické poradny,"U Smaltovny 22, 170 00 Praha 7",poradna7@ppppraha7a8.cz,nan,https://www.ppppraha7a8.cz/,,matched,scraped_contacts_email
Nízkoprahový klub Orion,Nízkoprahové zařízení,"Krčínova 801/6, Ústí nad Labem-Neštěmice, Krásné Březno, 400 07 Ústí nad Labem",usti@ymca.cz,+420475220831,http://www.usti.ymca.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"Pedagogicko-psychologická poradna Středočeského kraje, Kolín, Jaselská 826",Pedagogicko-psychologické poradny,"Jaselská 826, Kolín IV, 280 02 Kolín",reditelstvi@pppsk.cz,+420321717168,http://www.pppstredoceska.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"Střední škola, základní škola a mateřská škola da Vinci",Pedagogicko-psychologické poradny,"Na Drahách 20, 252 41 Dolní Břežany",info@skoladavinci.cz,+420608333567,https://www.skoladavinci.cz/dalsi-aktivity/,,matched,scraped_contacts_telefon
Spolek KOLUMBUS,Organizace uživatelů péče,"Keplerova 712/32, Ústí nad Labem 400 07",milan.jisa@spolekkolumbus.cz,+420774279364,https://www.spolekkolumbus.cz/,,matched,scraped_contacts_telefon
"Péče o duševní zdraví, z. s., Středisko Chrudim, Klub Polárka",Organizace uživatelů péče,"U Parku 828, 537 01 Chrudim",pdz-cr@pdz.cz,nan,http://www.pdz.cz/,,matched,scraped_contacts_email
"Zahrada2000, o. s., Svépomocná skupina Naděje - HOPE",Organizace uživatelů péče,"Zahrada 2000, Dětřichov 32, 790 01 Jeseník",nadeje@zahrada2000.cz,+420775492334,http://www.zahrada2000.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"Péče o duševní zdraví - region Pardubice, Středisko Pardubice, Klub Pohoda",Organizace uživatelů péče,"Erno Košťála 1015, Pardubice Dubina",pdz-pce@pdz.cz,nan,http://www.pdz.cz/,,matched,scraped_contacts_email
"Česká společnost pro duševní zdraví, pobočka Praha",Organizace uživatelů péče,"Zvonařova 6, Praha 3, 130 00",csdz@seznam.cz,nan,http://www.csdz.cz/,,matched,scraped_contacts_email
"Self Help, o. s.",Organizace uživatelů péče,"Pražská 166/47, 400 01, Ústí nad Labem",selfhelp@volny.cz,+420472745159,http://selfhelp.dinphoto.com/,,matched,scraped_contacts_telefon
Bayer Martin Mgr.,Psychoterapeuti,"Zenklova 1545/39, Praha 8 Libeň, 180 00",kontakt@martinbayer.cz,+420792536180,https://www.martinbayer.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Berka Jiří MUDr.,Psychoterapeuti,"Vojtova 23, Brno, 639 00",berka@medihelp.cz,+420543212752,http://www.medihelp.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"Pedagogicko-psychologická poradna, Opava, příspěvková organizace",Pedagogicko-psychologické poradny,"Rybí trh 177/8, Město, 746 01 Opava",posta@pppopava.cz,nan,http://www.ppp.opava.cz/,,matched,scraped_contacts_email
Březíková Alena MUDr.,Psychoterapeuti,"Tř. Osvobození 1388, Otrokovice, 765 02",detem@post.cz,+420577922056,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/88-brezikova-alena-mudr,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Dokoupilová Jana PhDr.,Psychoterapeuti,"Dělnická 884/41, 735 64, Havířov",dokoupilova.jana@volny.cz,+420596410251,http://www.phdrdokoupilova.cz/,,matched,scraped_contacts_telefon
Dušková Ludmila MUDr.,Psychoterapeuti,"Horní 180, Prachatice, 383 01",ludduskova@post.cz,+420388316762,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/1-duskova-ludmila-mudr,,matched,scraped_contacts_telefon
Farářová Adéla Mgr.,Psychoterapeuti,"Wenzigova 5, 128 00 Praha 2",akleda77@gmail.com,+420776871255,http://www.adelafararova.cz/,,matched,scraped_contacts_telefon
Holeyšovská Olga PhDr.,Psychoterapeuti,"Senovážné náměstí 6, Praha 1, 110 00",olga.holeysovska@cetera.cz,+420603574572,http://www.cetera.cz,,matched,scraped_contacts_telefon
Janovská Zuzana Mgr.,Psychoterapeuti,"Nám. Svobody 2824/1, 787 01 Šumperk",mgr.zuzana.janovska@gmail.com,+420732976301,https://www.psychologicka-ordinace-janovska.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Krebsová Kateřina Mgr.,Psychoterapeuti,"Blanenská 982, 664 34 Kuřim",krebsova.katerina@gmail.com,+420775182608,https://www.psychologie-kurim.cz/,,matched,scraped_contacts_telefon
Lukuvka Marek MUDr.,Psychoterapeuti,"Ostrovského 253/3, Praha 5, 150 00",marek@lukuvka.cz,+420734801560,http://www.lukuvka.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Man Lukáš PhDr. Mgr.,Psychoterapeuti,"Ústavní 91, 181 00, Praha 8",lmterap@gmail.com,+420770623916,https://www.lukasman.cz/,,matched,scraped_contacts_telefon
"Černý Vojtěch PhDr., Ph.D.",Psychoterapeuti,"Františkánská 6, 602 00 Brno",info@cervoy.cz,+420602737026,http://www.psychologiebrno.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"Pedagogicko-psychologická poradna, Nový Jičín, příspěvková organizace",Pedagogicko-psychologické poradny,"Žižkova 1154/3, 741 01 Nový Jičín",info@pppnj.cz,nan,http://www.pppnj.cz/Stranky/default.aspx,,matched,scraped_contacts_email
"Pedagogicko-psychologická poradna, Karviná, příspěvková organizace",Pedagogicko-psychologické poradny,"Víta Nejedlého 591/4, Ráj, 734 01 Karviná",poradna@pppkarvina.cz,+420597582370,http://www.pppkarvina.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"Pedagogicko-psychologická poradna, Frýdek-Místek, příspěvková organizace",Pedagogicko-psychologické poradny,"Palackého 130, Místek, 738 01 Frýdek-Místek",pppfrydekmistek@pppfm.cz,+420558432084,http://www.pppfm.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"Lexik, vzdělávací centrum a pedagogicko-psychologická poradna, s.r.o.",Pedagogicko-psychologické poradny,"Obránců míru 2348, 252 63 Roztoky",poradna@lexik.cz,+420739034000,https://www.lexik.cz/pedagogicko-psychologicka-poradna,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Střední škola VIZE,Pedagogicko-psychologické poradny,"Náměstí Přemyslovců 15/10, 288 02 Nymburk",info@ppporadnavize.cz,+420775175678,http://www.ppporadnavize.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Pedagogicko-psychologická poradna STEP s.r.o.,Pedagogicko-psychologické poradny,"Floriánská 421, 272 01 Kladno",ppp@ppporadna.cz,+420602590000,https://ppporadna.cz/,,matched,scraped_contacts_email
Školské poradenské zařízení – SPC a PPP,Pedagogicko-psychologické poradny,"Váňova 3180, 272 01 Kladno",mdrdova@spzkolobezka.cz,nan,http://www.spzkolobezka.cz/,,matched,scraped_contacts_email
Křesťanská pedagogicko-psychologická poradna Plzeň,Pedagogicko-psychologické poradny,"Jiráskovo náměstí 814/30, Východní Předměstí, 326 00 Plzeň",poradna@kppp-plzen.cz,+420703159747,http://kppp-plzen.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"Pedagogicko-psychologická poradna Karlovy Vary, příspěvková organizace",Pedagogicko-psychologické poradny,"Lidická 590/38, Drahovice, 360 01 Karlovy Vary",sekretariat@pppkv.cz,+420602572887,http://www.pppkv.cz/,,matched,scraped_contacts_telefon
"Pedagogicko-psychologická poradna, Jablonec nad Nisou, příspěvková organizace",Pedagogicko-psychologické poradny,"Smetanova 4265/66, 466 01 Jablonec nad Nisou",poradna@pppjbc.cz,nan,https://www.pppjbc.cz/,,matched,scraped_contacts_email
"Pedagogicko-psychologická poradna, Liberec 2, Truhlářská 3, příspěvková organizace",Pedagogicko-psychologické poradny,"Truhlářská 360/3, Liberec II-Nové Město, 460 01 Liberec",poradna@pppliberec.cz,nan,http://www.pppliberec.cz/,,matched,scraped_contacts_email
"Pedagogicko-psychologická poradna a speciálně pedagogické centrum, Semily, příspěvková organizace",Pedagogicko-psychologické poradny,"Nádražní 213, Podmoklice, 513 01 Semily",poradna@pppsemily.cz,+420721128300,https://www.pppsemily.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Pedagogicko-psychologická poradna a Speciálně pedagogické centrum Královéhradeckého kraje,Pedagogicko-psychologické poradny,"Na Okrouhlíku 1371/30, Pražské Předměstí, 500 02 Hradec Králové",info@ppphk.cz,+420495265423,http://www.pppkhk.cz/,,matched,scraped_contacts_telefon
Pedagogicko-psychologická poradna Pardubice,Pedagogicko-psychologické poradny,"Sukova třída 1260, Zelené Předměstí, 530 02 Pardubice",,+420466410327,https://www.ppp-pardubice.cz/,,matched,scraped_contacts_telefon
"Pedagogicko-psychologická poradna, Ústí nad Orlicí, Královéhradecká 513",Pedagogicko-psychologické poradny,"Královéhradecká 513, 562 01 Ústí nad Orlicí",info@pppuo.cz,+420465521296,https://www.pppuo.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Pedagogicko-psychologická poradna a Speciálně pedagogické centrum Vysočina,Pedagogicko-psychologické poradny,"Veselská 35/43, Žďár nad Sázavou 1, 591 01 Žďár nad Sázavou",travnikova@pppaspcvysocina.cz,+420774106932,https://www.pppaspcvysocina.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"Pedagogicko-psychologická poradna Brno, příspěvková organizace",Pedagogicko-psychologické poradny,"Hybešova 253/15, Staré Brno, 602 00 Brno",hybesova@pppbrno.cz,+420541422822,https://www.pppbrno.cz/cs/,,matched,scraped_contacts_telefon
"Pedagogicko-psychologická poradna Hodonín, příspěvková organizace",Pedagogicko-psychologické poradny,"P. Jilemnického 2854/2, 695 01 Hodonín",,+420518606411,http://ppphodonin.cz/?pg=1,,matched,scraped_contacts_telefon
"Oblastní pedagogicko-psychologická poradna Vyškov, příspěvková organizace",Pedagogicko-psychologické poradny,"Jungmannova 76/2, Vyškov-Předměstí, 682 01 Vyškov",podatelna@opppvyskov.cz,+420517348706,http://www.opppvyskov.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"Pedagogicko-psychologická poradna Znojmo, příspěvková organizace",Pedagogicko-psychologické poradny,"Jana Palacha 955/6, 669 02 Znojmo",pppznojmo@skolyjm.cz,+420515260077,https://www.ppp-znojmo.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Krajská pedagogicko-psychologická poradna a Zařízení pro další vzdělávání pedagogických pracovníků Zlín,Pedagogicko-psychologické poradny,"J. A. Bati 5520, 760 01 Zlín",poradna@poradnazl.cz,+420575570491,https://www.poradnazl.cz/,,matched,scraped_contacts_telefon
"Pedagogicko-psychologická poradna, Bruntál, příspěvková organizace",Pedagogicko-psychologické poradny,"Krnovská 998/9, 792 01 Bruntál",,+420554717737,http://www.pppbruntal.cz/,,matched,scraped_contacts_telefon
"Základní škola Český Brod, Žitomířská 885, okres Kolín",Pedagogicko-psychologické poradny,"Žižkova 507, Český Brod",pisarovicova.a@zszitomirska.info,+420734152689,http://poradna.cesbrod.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
PhDr. Luciena Metalová,Psychologové,"Ukrajinská 900/11, Praha 10, Vršovice",logo.praha@logoped.cz,+420723032591,http://www.psychologie-metalova.cz/,,matched,scraped_contacts_telefon
Mgr. et Mgr. Jitka Michálková,Psychologové,Horní náměstí 251 250 70 Odolena Voda Praha-východ,michalkova@terapeutika.cz,+420603538419,https://www.terapeutika.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Mgr. Petr Hrach,Psychologové,Kollárova 208 250 88 Čelákovice Praha-východ,hrach@terapeutika.cz,+420773831344,https://www.terapeutika.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Nízkoprahový klub Pacific,Nízkoprahové zařízení,"Vlčkova 1067/12, Praha 14-Černý Most, 198 00 Praha",motylek@motylek.org,+420775964796,http://www.motylek.org,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Klub Relax,Nízkoprahové zařízení,"Rokycanova 4, Tachov, 347 01 Tachov",klub.relax@kotec.cz,+420734313205,www.kotec.cz,https://www.kotec.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Klub Restart a Mobilní klub v autě,Nízkoprahové zařízení,"Nádražní náměstí 299/8, Mariánské Lázně, 353 01 Mariánské Lázně",vs.nzdm.ml@kotec.cz,+420608656561,www.kotec.cz,https://www.kotec.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Klub Magnet,Nízkoprahové zařízení,"Mírová 325/4a, Dubí-Pozorka, 417 03 Pozorka",klub@oskvetina.cz,+420721568898,www.oskvetina.cz,https://www.oskvetina.cz,matched,scraped_contacts_telefon
NZDM MeziČas Benešov,Nízkoprahové zařízení,"Na Bezděkově 2004, Benešov, 256 01 Benešov u Prahy",nechybova@magdalena-ops.cz,+420739570998,www.magdalena-ops.eu,https://www.magdalena-ops.eu,matched,scraped_contacts_telefon
NZDM Zapes,Nízkoprahové zařízení,"Konopná 1130/10, Liberec XIV-Ruprechtice, 460 14 Liberec",zapes@majak-plus.cz,+420721376722,www.majak-plus.cz,https://www.majak-plus.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Středisko Naděje Plzeň,Nízkoprahové zařízení,"Železniční 314/36, Plzeň 2-Slovany, Východní Předměstí, 326 00 Plzeň",plzen@nadeje.cz,+420377456912,http://www.NADEJE.CZ/PLZEN,,matched,scraped_contacts_telefon
Autobus,Nízkoprahové zařízení,"Mladých Běchovic 2, Běchovice, 190 11 Praha",autobus@neposeda.org,+420778538275,www.neposeda.org,https://www.neposeda.org,matched,"scraped_contacts_telefon, scraped_contacts_email"
Nízkoprahové zařízení pro děti a mládež AUTOŠKOLA,Nízkoprahové zařízení,"Hřbitovní 425, Horní Brána, 381 01 Český Krumlov",info@kocero.cz,+420602433628,www.kocero.cz,https://www.kocero.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Oblastní charita Dvůr Králové - Střelka,Nízkoprahové zařízení,"Palackého 99, 544 01 Dvůr Králové nad Labem",strelka@charitadk.cz,+420731604695,www.dk.charita.cz,https://www.dk.charita.cz,matched,scraped_contacts_telefon
Nízkoprahový klub BAN,Nízkoprahové zařízení,"Rubešovo náměstí 171, Havlíčkův Brod, 580 01 Havlíčkův Brod",ban@charitahb.cz,+420561110044,http://hb.charita.cz/nabizene-sluzby/sluzby-socialni/nizkoprahovy-klub-ban/,,matched,scraped_contacts_telefon
eNCečko - nízkoprahové centrum pro děti a mládež Světlá nad Sázavou,Nízkoprahové zařízení,"Sázavská 598, 582 91 Světlá nad Sázavou",encecko@charitahb.cz,+420777736040,http://www.hb.charita.cz,,matched,scraped_contacts_telefon
Nízkoprahový klub Relax,Nízkoprahové zařízení,"Masarykovo náměstí 325, 509 01 Nová Paka",relax@charitajicin.cz,+420731646979,www.jicin.charita.cz,https://www.jicin.charita.cz,matched,scraped_contacts_telefon
Nízkoprahový klub PoHoDa,Nízkoprahové zařízení,"Janderova 808, Hořice, 508 01 Hořice v Podkrkonoší",pohoda@charitajicin.cz,+420731646979,www.jicin.charita.cz,https://www.jicin.charita.cz,matched,scraped_contacts_telefon
Nízkoprahový klub EXIT,Nízkoprahové zařízení,"Na jihu 553, Nové Město, 506 01 Jičín",exit@charitajicin.cz,+420731646979,www.jicin.charita.cz,https://www.jicin.charita.cz,matched,scraped_contacts_telefon
NZDM Triangl,Nízkoprahové zařízení,"Tylova 503/18, Kutná Hora-Vnitřní Město, 284 01 Kutná Hora",charita@kh.hk.caritas.cz,+420731598871,http://www.kh.charita.cz,,matched,scraped_contacts_email
Galaxie,Nízkoprahové zařízení,"Mírová 127, 435 21 Obrnice",matejovicova@ocss.cz,+420608774366,www.ocss.cz,https://www.ocss.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Centrum 5KA,Nízkoprahové zařízení,"Tylova 373, 516 01 Rychnov nad Kněžnou",info@od5k10.cz,+420728939412,www.od5k10.cz,https://www.od5k10.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
