Name;API Name;Phone;Phone Match;API Phone;Address;API Address;Email;Web;API Web;API Opening Hours
CDZ Kyjov (Fénix);Sociálně-psychiatrické centrum - Fénix, o.p.s.;602 699 146;PRAVDA;602 699 146;Urbanova 625, Kyjov 697 01, Jihomoravský kraj;697 01, Urbanova 625/8, 697 01 Kyjov-Kyjov 1, Czechia;info@fenix-centrum.cz;http://www.fenix-centrum.cz/centrum-dusevniho-zdravi;http://www.fenix-centrum.cz/;
CDZ Brno I (Práh jižní Morava);Práh jižní Morava, z.ú.;733 643 379;NEPRAVDA;734 152 545;Štěpánská 2, Brno-Trnitá (část) 602 00, Jihomoravský kraj;Tuřanská 199/12, 620 00 Brno-Brno-Tuřany, Czechia;terennitym@prah-brno.cz;https://www.cdz-brno.cz/;http://www.prah-brno.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CDZ Brno II (Práh jižní Morava);Práh jižní Morava, z.ú.;737 390 737;NEPRAVDA;734 152 545;Jugoslávská 17, Zábrdovice (Brno-sever) (část) 613 00, Jihomoravský kraj;Tuřanská 199/12, 620 00 Brno-Brno-Tuřany, Czechia;cdz@pnbrno.cz;https://www.pnbrno.cz/centrum-dusevniho-zdravi/;http://www.prah-brno.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CDZ Havlíčkův Brod (Fokus Vysočina);FOKUS Vysočina, z.ú.;775 151 495;NEPRAVDA;569 421 845;Havlíčkova 2034, Havlíčkův Brod 580 01, Kraj Vysočina;5. května 356, 580 01 Havlíčkův Brod-Havlíčkův Brod 1, Czechia;marketa.tumova@fokusvysocina.cz;http://www.fokusvysocina.cz/centrum-dusevniho-zdravi;http://www.fokusvysocina.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1630'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1630'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20094:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20094:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20094:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20094:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CDZ Přerov (Psychosociální centrum Přerov);Centrum duševního zdraví Přerov;583 035 220;PRAVDA;583 035 220;Kosmákova 44, Přerov I-Město 750 02, Olomoucký kraj;Wurmova 3662/7a, 750 02 Přerov-Přerov 2, Czechia;tym@cdzprerov.cz;https://www.psyche.cz/cdz;http://cdz-prerov.cz/home/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CDZ Cheb (Fokus MB);Centrum duševního zdraví - Fokus Mladá Boleslav z.s.;775 562 065;NEPRAVDA;778 449 584;Mánesova 265/13, Cheb 350 02, Karlovarský kraj;Čechova 635/11, 293 01 Mladá Boleslav-Mladá Boleslav II, Czechia;skalicka@fokus-mb.cz;www.fokus-mb.cz;http://www.fokus-mb.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CDZ Karlovy Vary (Fokus MB);;777 365 237;NEPRAVDA;No phone number available;Plzeňská 1445/11, Karlovy Vary 360 01, Karlovarský kraj;Not found;forejtkova@fokus-mb.cz;www.fokus-mb.cz;;
CDZ Jihlava (VOR Jihlava);VOR Jihlava, z. ú.;604 291 474;NEPRAVDA;567 210 861;Komenského 36, Jihlava (část) 586 01, Kraj Vysočina;Komenského 5264/36A, 586 01 Jihlava-Jihlava 1, Czechia;cdz@pnj.cz;https://www.vorjihlava.cz/cdz_jihlava/informace;http://www.vorjihlava.cz/;
Psychocentrum - manželská a rodinná poradna Třebíč;Psychocentrum-manželská A Rodinná Poradna Kraje Vysočina, Příspěvková Organizace;704 619 459;NEPRAVDA;568 846 500;Karlovo náměstí 30/41, Třebíč 674 01, Kraj Vysočina;Karlovo nám. 41/30, 674 01 Třebíč 1, Czechia;poradna.tr@psychocentrum.cz;https://www.psychocentrum.cz/;https://www.psychocentrum.cz/;
CDZ Klatovy (Ledovec);;603 111 542;NEPRAVDA;No phone number available;Pod Nemocnicí 789, Klatovy I 339 01, Plzeňský kraj;Not found;cdzklatovy@ledovec.cz;https://www.ledovec.cz/centrum-dusevniho-zdravi/cdz-klatovy;;
CDZ Plzeň (Ledovec);;377 429 616, 737 163 204;NEPRAVDA;No phone number available;Karolíny Světlé 463/13, Plzeň 1-Bolevec (část) 323 00, Plzeňský kraj;Not found;CDZ@ledovec.cz;https://www.ledovec.cz/centrum-dusevniho-zdravi/cdz-plzen;;
Centrum duševního zdraví a komunitní centrum Tábor;Regeneration Center in Tabor;731 209 156;NEPRAVDA;381 258 109;Mostecká 2087, Tábor (část) 390 02, Jihočeský kraj;Koželužská 140/3, 390 01 Tábor-Tábor 1, Czechia;fokustabor@fokustabor.cz;http://www.fokustabor.cz/centrum-dusevniho-zdravi-_-komunitni-tym-tabor;http://www.regeneracetabor.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']}
CDZ Strakonice (Fokus Písek);Fokus - Písek;778 061 769;NEPRAVDA;382 224 297;Lidická 1081, Strakonice I 386 01, Jihočeský kraj;13, Kollárova 485, 397 01 Písek-Písek 1, Czechia;cdz.strakonice@fokus-pisek.cz;https://www.fokus-pisek.cz/cdz-strakonice/;http://www.fokus-pisek.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CDZ Mladá Boleslav (Fokus MB);Centrum duševního zdraví - Fokus Mladá Boleslav z.s.;778 449 584;PRAVDA;778 449 584;čechova 635/11, Mladá Boleslav I 293 01, Středočeský kraj;Čechova 635/11, 293 01 Mladá Boleslav-Mladá Boleslav II, Czechia;svancarova@fokus-mb.cz;https://www.pnkosmonosy.cz/cdz.html;http://www.fokus-mb.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CDZ Kroměříž (CSP Zlín);Centrum služeb a podpory Zlín, o.p.s.;777 721 131, 735 756 490;NEPRAVDA;777 721 137;Mánesova 3880, Kroměříž 767 01, Zlínský kraj;Mostní 4058, 760 01 Zlín-Zlín 1, Czechia;info@cdzkm.cz;http://www.cdzkm.cz/;http://www.cspzlin.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20092:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20092:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20092:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20092:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20092:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CDZ Pardubice (PDZ);Péče o duševní zdraví středisko Pardubice;777 454 573;PRAVDA;777 454 573;Bělehradská 389, Pardubice-Staré Město 530 02, Pardubický kraj;J. Palacha 1552, 530 02 Pardubice-Pardubice V, Czechia;pdz-pce@pdz.cz;http://www.pdz.cz/czd-pa.html;http://www.pdz.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CDZ Podskalí, Praha (Fokus Praha);CDZ Podskalí;774 804 923;NEPRAVDA;No phone number available;Vnislavova 48/4, Nusle (Praha 2) (část) 120 00, Hlavní město Praha;Vnislavova 4, 128 00 Praha 2, Czechia;cdzpodskali@fokus-praha.cz;https://fokus-praha.cz/cz/pomahame/centrum-podskali/cdz-podskali;https://www.google.com/search?q=Fokus+Praha+4&oq=&aqs=chrome.2.69i58j69i64j0i66i357i362i394i439i452i468i523l3j0i66i357i362i394i439i452i523l5j35i39i362i523j46i39i175i199i362i523j35i39i362i523l3.-1j0j4&client=ms-android-samsung-ss&sourceid=chrome-mobile&ie=UTF-8;
CDZ Praha 6 (Fokus Praha);Centrum duševního zdraví Praha 6;770 152 223;PRAVDA;770 152 223;Nad Alejí 1881/29, Bubeneč (Praha 6) 160 00, Hlavní město Praha;Nad Alejí 1881/29, 162 00 Praha 6-Břevnov, Czechia;cdz6@fokus-praha.cz;https://www.fokus-praha.cz/cz/pomahame/centrum-brevnov/cdz6#prvni-navsteva;;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CDZ ESET, Praha (ESET, Psychoterapeutická a psychosomatická klinika);ESET, Psychoterapeutická a psychosomatická klinika, s.r.o.;224 316 135;NEPRAVDA;272 940 880;Brigádníků 556/353, Strašnice (Praha 10) (část) 100 00, Hlavní město Praha;Úvalská 3411/47, Strašnice, 100 00 Praha-Praha 10, Czechia;cdz@cdzeset.cz;https://www.cdzeset.cz/;http://www.klinikaeset.cz/;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CDZ Praha 8 (Fokus Praha);Centrum duševního zdraví pro Prahu 8;734 785 000;PRAVDA;734 785 000;Dolákova 24, Bohnice (část) 181 00, Hlavní město Praha;Dolákova 536/24, 181 00 Praha 8, Czechia;info@cdz8.cz;https://cdz8.cz/;https://cdz8.cz/kontakt/;
CDZ Praha 9 (Fokus Praha);Fokus Praha;734 785 106;NEPRAVDA;233 553 303;Lovosická 440/40, Střížkov (Praha 9) 190 00, Hlavní město Praha;Dolákova 24, 181 00 Praha 8, Czechia;info@cdz9.cz;https://cdz9.cz/;https://fokus-praha.cz/;
CDZ Ústí nad Labem (Fokus Labe);Fokus Labe;733 184 376;NEPRAVDA;472 745 159;Stroupežnického 1372/9, Ústí nad Labem-centrum (část) 400 01, Ústecký kraj;9, Stroupežnického 1372, 400 01 Ústí nad Labem-město-Ústí nad Labem-centrum, Czechia;hnizdil@cdz-usteckykraj.cz;https://www.fokuslabe.cz/centra-dusevniho-zdravi/centrum-dusevniho-zdravi-usti-nad-labem/;http://www.fokuslabe.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CDZ Chomutov (Fokus Labe);Centrum duševního zdraví Chomutov;730 512 887;NEPRAVDA;474 341 144;Kochova 1185, Chomutov (část) 430 01, Ústecký kraj;156, Na Příkopech, 430 01 Chomutov-Chomutov 1, Czechia;hejcova@cdz-usteckykraj.cz;https://www.fokuslabe.cz/centra-dusevniho-zdravi/centrum-dusevniho-zdravi-chomutov/;http://www.cdz-usteckykraj.cz/?page_id=97;
CDZ Brandýsko, Brandýs nad Labem (Fokus Praha);Centrum duševního zdraví Brandýsko;734 785 199;PRAVDA;734 785 199;Fakultní 2488, Brandýs nad Labem 250 01, Středočeský kraj;Fakultní 2488, 250 01 Brandýs nad Labem-Stará Boleslav-Brandýs nad Labem-Stará Boleslav 1, Czechia;info@cdz-brandysko.cz;www.cdz-brandysko.cz;http://www.cdz-brandysko.cz/;
CDZ Olomouc (Společnost Mana);Společnost Mana, o.p.s.;607 252 881;NEPRAVDA;608 025 699;Rokycanova 796/1g, Pavlovičky (část) 772 00, Olomoucký kraj;tř. Svornosti 542/20, 779 00 Olomouc 9, Czechia;info@cdzolomouc.cz;https://www.cdzolomouc.cz;https://manaol.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CDZ Beskydské, Frýdek Místek (Charita Frýdek-Místek);Beskydské centrum duševního zdraví | Charita Frýdek-Místek;704 600 368;PRAVDA;704 600 368;Elišky Krásnohorské 249, Frýdek 738 01, Moravskoslezský kraj;Elišky Krásnohorské 249, 738 01 Frýdek-Místek-Frýdek-Místek 1, Czechia;info@charitafm.cz;https://charitafm.cz/nase-sluzby/pro-nemocne/beskydske-centrum-dusevniho-zdravi/;https://charitafm.cz/nase-sluzby/pro-nemocne/beskydske-centrum-dusevniho-zdravi/;
CDZ Ostrava;Dům Duševního Zdraví;595 223 166;NEPRAVDA;596 912 009;Kafkova 1116/13, Moravská Ostrava (část) 702 00, Moravskoslezský kraj;9, Skautská 1081, 708 00 Ostrava-Poruba, Czechia;info@cdzostrava.cz;cdzostrava.cz;http://www.ddz.cz/;
MUDr. Havlová Helena, MediClinic a.s.;MUDr. Helena Havlová, MediClinic a.s.;388 415 597, 734 433 116;PRAVDA;388 415 597;Nad Stadiónem 484, Vimperk I 385 01, Jihočeský kraj;Nad Stadiónem 484, 385 01 Vimperk, Czechia;psychiatrie1-Vimperk@ordinace.mediclinic.cz;https://www.mediclinic.cz/lekar/vimperk-havlova;https://www.mediclinic.cz/lekar/vimperk-havlova;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '1400'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1230'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1230'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20096:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:30\u202fPM, 1:00\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200912:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
MUDr. Michal Prokeš;Prokeš Michal MUDr.;386 321 307, 604 485 004;NEPRAVDA;381 241 937;Široká 436/17, české Budějovice 370 01, Jihočeský kraj;17, Široká 436, 370 01 České Budějovice-České Budějovice 1, Czechia;info@mudrprokes.cz;http://www.mudrprokes.cz/;http://www.mudrprokes.cz/;
